"concept","topic","topic_prefix","label_de","label"
"_1649_p_fhf","T0407000000000000","fhf","Auszugstermin 6. Kind","Date Sixth Child Moves Out"
"_1648_p_fhf","T0407000000000000","fhf","6. Kind im Haushalt","Sixth Child In Household"
"_1647_p_fhf","T0407000000000000","fhf","Geschlecht 6. Kind","Sex Of Sixth Child"
"_1646_p_fhf","T0407000000000000","fhf","Geburtsjahr 6. Kind","Birth Year Of Sixth Child"
"_1645_p_fhf","T0407000000000000","fhf","Auszugstermin 5. Kind","Date Fifth Child Moves Out"
"_1644_p_fhf","T0407000000000000","fhf","5. Kind im Haushalt","Fifth Child In Household"
"_1643_p_fhf","T0407000000000000","fhf","Geschlecht 5. Kind","Sex Of Fifth Child"
"_1642_p_fhf","T0407000000000000","fhf","Geburtsjahr 5. Kind","Birth Year Of Fifth Child"
"_1641_p_fhf","T0407000000000000","fhf","Auszugstermin 4. Kind","Date Fourth Child Moves Out"
"_1640_p_fhf","T0407000000000000","fhf","4. Kind im Haushalt","Fourth Child In Household"
"_163_p_ila","T0802030000000000","ila","Polit Einfluss fuer Zufriedenh","Import.-Polit. Influence Satisfaction"
"_1639_p_fhf","T0407000000000000","fhf","Geschlecht 4. Kind","Sex Of Fourth Child"
"_1638_p_fhf","T0407000000000000","fhf","Geburtsjahr 4. Kind","Birth Year Of Fourth Child"
"_1637_p_fhf","T0407000000000000","fhf","Auszugstermin 3. Kind","Date Third Child Moves Out"
"_1636_p_fhf","T0407000000000000","fhf","3. Kind im Haushalt","Third Child In Household"
"_1635_p_fhf","T0407000000000000","fhf","Geschlecht 3. Kind","Sex Of Third Child"
"_1634_p_fhf","T0407000000000000","fhf","Geburtsjahr 3. Kind","Birth Year Of Third Child"
"_1633_p_fhf","T0407000000000000","fhf","Auszugstermin 2. Kind","Date Second Child Moves Out"
"_1632_p_fhf","T0407000000000000","fhf","2. Kind im Haushalt","Second Child In Household"
"_1631_p_fhf","T0407000000000000","fhf","Geschlecht 2. Kind","Sex Of Second Child"
"_1630_p_fhf","T0407000000000000","fhf","Geburtsjahr 2. Kind","Birth Year Of Second Child"
"_162_p_ila","T0802030000000000","ila","Wohnung fuer Zufriedenh","Import.-Housing For Satisfaction"
"_1629_p_fhf","T0407000000000000","fhf","Auszugstermin 1. Kind","Date First Child Moves Out"
"_1628_p_fhf","T0407000000000000","fhf","1. Kind im Haushalt","First Child In Household"
"_1627_p_fhf","T0407000000000000","fhf","Geschlecht 1. Kind","Sex Of First Child"
"_1626_p_fhf","T0407000000000000","fhf","Geburtsjahr 1. Kind","Birth Year Of First Child"
"_1625_p_fhf","T0407000000000000","fhf","Keine Kinder","No Children"
"_1624_p_fhf","T0407000000000000","fhf","Anzahl Kinder","Number Of Children"
"_1623_p_ymo","T0606010000000000","ymo","Lebt noch in der elterlichen Wohnung","Still Lives With Parents"
"_1622_p_ymo","T0606010000000000","ymo","Jahr des Auszugs aus der elterl. Wohnung","Year Moved Out Of Parents Home"
"_1621_p_tol","T0606020000000000","tol","Ortswechsel seit Kindheit","Lives Now In Same Area Where Grew Up"
"_1620_p_tol","T0606020000000000","tol","Ort in dem Kindheit verbracht wurde","Grew Up Where"
"_161_p_ila","T0802030000000000","ila","Einkommen fuer Zufriedenh","Import.-Income For Satisfaction"
"_1619_p_mtr","T0203050200000000","mtr","groesster Teil zu Fuss","Means Of Transport To Place Of Work"
"_1618_p_mtr","T0203050200000000","mtr","Fahrrad","Means Of Transport To Place Of Work"
"_1617_p_mtr","T0203050200000000","mtr","Motorrad, -roller, Mofa","Means Of Transport To Place Of Work"
"_1616_p_mtr","T0203050200000000","mtr","PKW als Selbstfahrer","Means Of Transport To Place Of Work"
"_1615_p_mtr","T0203050200000000","mtr","Bus, Bahn, Strassenbahn","Means Of Transport To Place Of Work"
"_1614_p_wid","T0303030000000000","wid","Bezug 2. Rente,Pension Typ C ab 19..","Start Of Second Pension-C"
"_1613_p_wid","T0303030000000000","wid","Bezug Rente,Pension Typ C ab 19..","Start Of First Pension-C"
"_1612_p_wid","T0303030000000000","wid","C: Witwenrente,Witwenpension,Waisenrente","Pension Type-C"
"_1611_p_old","T0303010000000000","old","Bezug 2. Rente,Pension Typ B ab 19..","Start Of Second Pension-B"
"_1610_p_old","T0303010000000000","old","Bezug 1. Rente,Pension  Typ B ab 19..","Start Of First Pension-B"
"_160_p_ila","T0802030000000000","ila","Freunde fuer Zufriedenh","Import.-Friends For Satisfaction"
"_1609_p_old","T0303010000000000","old","B: Erwerbs-,Berufsunfaehigkeitsrente","Pension-B"
"_1608_p_old","T0303010000000000","old","Bezug 2. Rente,Pension Typ A ab 19..","Start Of Second Pension-A"
"_1607_p_old","T0303010000000000","old","Bezug 1. Rente,Pension Typ A ab 19..","Start Of First Pension-A"
"_1606_p_old","T0303010000000000","old","A: Altersrente, Alterspension","Pension-A"
"_1605_p_pen","T0303000000000000","pen","Bezug von Rente oder Pension ja,nein","Pension"
"_159_p_ila","T0802030000000000","ila","Familie fuer Zufriedenh","Import.-Family For Satisfaction"
"_1594_p_ped","T0707010000000000","ped","Berufsbezeichnung unbekannt","Job Title Is Unknown"
"_1593_p_lpp","T0707020000000000","lpp","Vater: Beruf unbekannt","Job Prestige Is Unknown"
"_1592_p_lpp","T0707020000000000","lpp","Vater: Beamter,Art","Type Of Public Servant"
"_1591_p_lpp","T0707020000000000","lpp","Vater: Beamter","Public Servant"
"_1590_p_lpp","T0707020000000000","lpp","Vater: Angestellter,Art","Type Of Salaried W-Collar Worker"
"_158_p_ila","T0802030000000000","ila","Arbeit fuer Zufriedenh","Import.-Work For Satisfaction"
"_1589_p_lpp","T0707020000000000","lpp","Vater: Angestellter","Salaried W-Collar Worker"
"_1588_p_lpp","T0707020000000000","lpp","Vater: Auszubildender,Art","Type Of Training"
"_1587_p_lpp","T0707020000000000","lpp","Vater: Auszubildender","In Training"
"_1586_p_lpp","T0707020000000000","lpp","Vater: Selbstaendiger,Art","Type Of Self-Employment"
"_1585_p_lpp","T0707020000000000","lpp","Vater: Selbstaendiger","Self-Employed"
"_1584_p_lpp","T0707020000000000","lpp","Vater: Arbeiter,Art.","Type Of Manual Worker"
"_1583_p_lpp","T0707020000000000","lpp","Vater: Arbeiter","Manual Worker"
"_1582_p_lpp","T0707020000000000","lpp","Erwerbstaetigkeit des Vaters","Fathers Occupation"
"_1581_p_lpp","T0707020000000000","lpp","Erwerbsstatus der Mutter","Employment Status Of Mother"
"_1580_p_lpp","T0707020000000000","lpp","Erwerbsstatus des Vaters","Employment Status Of Father"
"_1579_p_ped","T0707010000000000","ped","Wo aufgewachsen","Where Did You Grow Up"
"_1578_p_ped","T0707010000000000","ped","Berufsausbildung der Mutter","Education,Training Of Mother"
"_1577_p_ped","T0707010000000000","ped","Berufsausbildung des Vaters","Education,Training Of Father"
"_1576_p_ped","T0707010000000000","ped","Schulabschluss der Mutter","School Degree Received By Mother"
"_1575_p_ped","T0707010000000000","ped","Schulabschluss des Vaters","School Degree Received By Father"
"_1574_p_fhf","T0407000000000000","fhf","Todesjahr Mutter","What Year Did Mother Die"
"_1573_p_fno","T0401000000000000","fno","Aufenthaltsort Mutter","Where Does Mother Live"
"_1572_p_fhf","T0407000000000000","fhf","Geburtsjahr Mutter","Birth Year Of Mother"
"_1571_p_fhf","T0407000000000000","fhf","Todesjahr Vater","What Year Did Father Die"
"_1570_p_fno","T0401000000000000","fno","Aufenthaltsort Vater","Where Does Father Live"
"_1569_p_fhf","T0407000000000000","fhf","Geburtsjahr Vater","Birth Year Of Father"
"_1568_p_gov","T0801030000000000","gov","Staatseinmischung","Government Interference"
"_1567_p_who","T0204010200000000","who","Ueberstundenzuschlag unbekannt","Amount Of Extra Pay Is Not Known"
"_1566_p_who","T0204010200000000","who","Ueberstundenzuschlag in Prozent","Percent Of Extra Pay Per Overtime Hour"
"_1565_p_joc","T0201030000000000","joc","Eintrittsalter heutiger Beruf","Age When Started Current Job"
"_1564_p_joc","T0201030000000000","joc","Zahl der Berufswechsel","Job Change"
"_1563_p_ljo","T0201010000000000","ljo","Stellung im ersten Beruf - Beamter","Civil Servant Job Level"
"_1562_p_ljo","T0201010000000000","ljo","Stellung im ersten Beruf - Angestellter","W-Collar Worker Skill Level"
"_1561_p_ljo","T0201010000000000","ljo","Stellung im ersten Beruf - Selbstaendig","Self-Employed"
"_1560_p_ljo","T0201010000000000","ljo","Stellung im ersten Beruf - Arbeiter","Worker Skill Level"
"_1559_p_ljo","T0201010000000000","ljo","Noch, nie erwerbstaetig","Never Gainfully Employed"
"_1558_p_ljo","T0201010000000000","ljo","Alter bei Berufsbeginn","Age When Went To Work"
"_1556_p_sat","T0803010000000000","sat","Allg. Lebenszufriedenheit vor einem Jahr","Satisfaction With Life A Year Ago"
"_1555_p_trf","T0302000000000000","trf","Bewertung d.Beitraege z. Alterssicherung","Pension Insurance Contributions"
"_1554_p_trf","T0302000000000000","trf","Bewertung der Beitraege fuer die KV","Health Insurance Contributions"
"_1553_p_trf","T0302000000000000","trf","Absicherung von Hinterbliebenen waere...","Provisions For Surviving Dependents"
"_1552_p_hhs","T0103000000000000","hhs","Mehr- bzw.Einpersonenhaushalt","Multi Or Single Person Household"
"_1551_p_hss","T0502030000000000","hss","Kur und Heilbehandlung,wann zuletzt","Last Received In-Patient Treatment"
"_1550_p_pow","T0207030000000000","pow","Erwartetes Vollrentenalter,keine Angabe","Expected Age Of Full Retirement Unknown"
"_1549_p_pow","T0207030000000000","pow","Erwartetes Vollrentenalter","Expected Age Of Full Retirement"
"_1548_p_pow","T0207030000000000","pow","Wunsch nach Teilzeitbeschaeftigung,k.A.","Do Not Know Age When To Work Part-Time"
"_1547_p_pow","T0207030000000000","pow","Wunsch nach Teilzeitbeschaeftigung,Alter","Age When Prefer To Work Part-Time"
"_1546_p_pow","T0207030000000000","pow","Praeferenz: Teilrente","Prefer Partial Pension & Work Part-Time"
"_1545_p_pow","T0207030000000000","pow","Gruende fuer Weiterarbeit: Arbeit","Will Not Retire: Enjoy Working"
"_1544_p_pow","T0207030000000000","pow","Gruende fuer Weiterarbeit:finanz.Gruende","Will Retire For Financial Reasons"
"_1543_p_pow","T0207030000000000","pow","Grund fuer Ruhestand: Ruhestand geniesse","Will Retire To Enjoy Myself More"
"_1542_p_pow","T0207030000000000","pow","Grund fuer Ruhestand: Betrieb","Will Retire Early Because Firm Favors It"
"_1541_p_pow","T0207030000000000","pow","Grund fuer Ruhestand: Gesundheit","Will Retire Due To Health"
"_1540_p_pow","T0207030000000000","pow","Erwartetes Rentenalter,unbekannt","Anticipated Age Of Retirement Is Unknown"
"_1539_p_pow","T0207030000000000","pow","Erwartetes Rentenalter","Anticipated Age Of Retirement"
"_1538_p_hco","T0501010000000000","hco","Alter der Befragungsperson","Age Of Person Surveyed"
"_1537_p_whb","T0204030000000000","whb","sonstige Gruende fuer Teilzeitarbeit","Other Reasons For Part-Time Work"
"_1536_p_whb","T0204030000000000","whb","wegen Kindererziehung","Because Has To Raise Children"
"_1535_p_whb","T0204030000000000","whb","geeigneter Arbeitsplatz fehlt","Suitable Job Not Found"
"_1534_p_ipp","T0304020601000000","ipp","Vermoegen fuer die Erben","Assets To Leave As Inheritance"
"_1533_p_ipp","T0304020601000000","ipp","Vermoegen fuer Not-, Pflegefall im Alter","Provisions Against Sickness And Hardship"
"_1532_p_ipp","T0304020601000000","ipp","Vermoegen fuer schoeneren Lebensabend","Assets For Retirement Years"
"_1531_p_ipp","T0304020601000000","ipp","Vermoegen fuer Lebensunterhalt,im Alter","Assets For Subsistence"
"_1530_p_ipp","T0304020601000000","ipp","Vermoegen als zusaetz. Altersvorsorge","Insured By Pension And Other Assets"
"_1529_p_sav","T0305040000000000","sav","Kein Sparen mit Vermoegensbildungsgesetz","No Savings Previous Yr"
"_1528_p_sav","T0305040000000000","sav","Vermoegensbildungsgesetz: Sonst. Sparen","Other Savings Previous Yr"
"_1527_p_pri","T0304020600000000","pri","Besitz von Lebensversicherungsvertraegen","Life Insurance Previous Yr"
"_1526_p_sav","T0305040000000000","sav","Besitz von Bausparvertraegen","Savings: Building Society Previous Yr"
"_1525_p_sav","T0305040000000000","sav","Besitz von Praemiensparvertraegen","Indexed Savings Agreement Previous Yr"
"_1524_p_who","T0204010200000000","who","Wunsch mehr-weniger Ueberstunden","Desires More/Less Overtime"
"_1523_p_tjs","T0205040000000000","tjs","Selbstaendig gemacht","Became Self-Employed"
"_1522_p_tjs","T0205040000000000","tjs","Stellenfindung durch innerbetr. Angebot","Job Search Through Company Job Offerings"
"_1521_p_olm","T0610010200000000","olm","Hoehe Ausgaben fuer Eigenarbeit, k.A.","Expenses Of Do-It-Yourself Work Unknown"
"_1520_p_olm","T0610010200000000","olm","Ausgaben fuer Eigenarbeit,Betrag","Expenses Of Do-It-Yourself Work Prev Yr"
"_1519_p_olm","T0610010200000000","olm","Ersparnis Eigenarbeit Vorjahr, unb.,kA)","Savings Of Do-It-Yourself Work Unknown"
"_1518_p_olm","T0610010200000000","olm","Ersparnis Eigenarbeit Vorjahr, Betrag","Savings Of Do-It-Yourself Work Prev Yr"
"_1517_p_coa","T0706020000000000","coa","Buchstabe laut Frage 63, Kurs 3","Letter From Question 63"
"_1516_p_coa","T0706020000000000","coa","Buchstabe laut Frage 63, Kurs 2","Letter From Question 63"
"_1515_p_coa","T0706020000000000","coa","Buchstabe laut Frage 63, Kurs 1","Letter From Question 63"
"_1514_p_ftt","T0706010000000000","ftt","Sonstige Themen, Name 2","Name Of Second Other Subject"
"_1513_p_ftt","T0706010000000000","ftt","Sonstige Themen, Name 1","Name Of First Other Subject"
"_1512_p_fvd","T0705020400000000","fvd","Thema, Inhalt des Kurses","Subject Matter Of Courses"
"_1511_p_ftt","T0706010000000000","ftt","Weiterbildung, sonstiges - codiert","Further Education, Other - Coded"
"_1510_p_ftt","T0706010000000000","ftt","Weiterbildung, sonstiges - codiert","Further Education, Other - Coded"
"_1509_p_ona","T1001010200000000","ona","Staatsangehoerigkeit","Nationality"
"_1508_p_ona","T1001010200000000","ona","Aenderung Staatsangehoerigkeit seit 88","Changed Nationality Since Prev.Year"
"_1507_p_fju","T0802040000000000","fju","Gerechtigkeit bzgl. aller Buerger","German Citizen Benefits Are Equitable"
"_1506_p_fju","T0802040000000000","fju","Gerechtigkeit bzgl. sich selbst","Entitlement Received Are Deserved"
"_1505_p_sat","T0803010000000000","sat","Zufriedenheit mit der Demokratie der BRD","Satisfied With Democratic Constitution"
"_1504_p_vot","T0801010000000000","vot","Einschaetzung der Idee der Demokratie","Democratic Ideal"
"_1503_p_coa","T0706020000000000","coa","Gruende: Interesse am Gebiet, Kurs 3","Reason - Interested In Subject Area"
"_1502_p_coa","T0706020000000000","coa","Gruende: kreative Betaetigung, Kurs 3","Reason - Help Develop Creativity"
"_1501_p_coa","T0706020000000000","coa","Gruende: Kenntnisse f. prakt. Leben, K.3","Reason - Useful In Daily Life"
"_1500_p_coa","T0706020000000000","coa","Gruende: beruflicher Nutzen, Kurs 3","Reason - Useful For Job"
"_1499_p_coa","T0706020000000000","coa","Gruende: Interesse am Gebiet, Kurs 2","Reason - Interested In Subject Area"
"_1498_p_coa","T0706020000000000","coa","Gruende: kreative Betaetigung, Kurs 2","Reason - Help Develop Creativity"
"_1497_p_coa","T0706020000000000","coa","Gruende: Kenntnisse f. prakt. Leben, K.2","Reason - Useful In Daily Life"
"_1496_p_coa","T0706020000000000","coa","Gruende: beruflicher Nutzen, Kurs 2","Reason - Useful For Job"
"_1495_p_coa","T0706020000000000","coa","Gruende: Interesse am Gebiet, Kurs 3","Reason - Interested In Subject Area"
"_1494_p_coa","T0706020000000000","coa","Gruende: kreative Betaetigung, Kurs 1","Reason - Help Develop Creativity"
"_1493_p_coa","T0706020000000000","coa","Gruende: Kenntnisse f. prakt. Leben, K.1","Reason - Useful In Daily Life"
"_1492_p_coa","T0706020000000000","coa","Gruende: beruflicher Nutzen, Kurs 1","Reason - Useful For Job"
"_1491_p_coa","T0706020000000000","coa","Besuchte Kurse sei Anfang 1988","Courses Started Previous Yr"
"_1490_p_ftt","T0706010000000000","ftt","keine Weiterb. in diesen Themen","None Of These"
"_1489_p_ftt","T0706010000000000","ftt","Lehrgang zu sonstigen Themen","Lectures About Other Topics"
"_1488_p_ftt","T0706010000000000","ftt","Lehrgang zu Wissen ueber Kunst,Literatur","Lectures About Art, Literature, History"
"_1487_p_ftt","T0706010000000000","ftt","Lehrgang zu Sport","Lectures About Sport"
"_1486_p_ftt","T0706010000000000","ftt","Lehrgang zu Umweltschutz","Lectures About Environmental Protection,"
"_1485_p_ftt","T0706010000000000","ftt","Lehrgang zu Naturwiss.,Technik","Lectures About Natural Sciences,Technology"
"_1484_p_ftt","T0706010000000000","ftt","Lehrgang zu polit.,staatsbuergerl. Frage","Lectures About Politics, Citizens Rights"
"_1483_p_ftt","T0706010000000000","ftt","Lehrgang zu Versich.,Rente,Steuern","Lectures About Insurance, Taxes"
"_1482_p_ftt","T0706010000000000","ftt","Lehrgang zu kuenstl.,musikal. Faehigkt.","Lectures About Musical, Artistic Skills"
"_1481_p_ftt","T0706010000000000","ftt","Lehrgang zu prakt.,handw. Faehigkt.","Lectures About Practical Crafts Or Trades"
"_1480_p_ftt","T0706010000000000","ftt","Lehrgang zu Sprachkenntnissen","Lectures About Language Skills"
"_1479_p_ftt","T0706010000000000","ftt","Lehrgang zu Partnersch.fragen","Lectures About Personal, Family Problems"
"_1478_p_ftt","T0706010000000000","ftt","Lehrgang zu Kindererz.,Schule","Lectures About Raising Children"
"_1477_p_ftt","T0706010000000000","ftt","Lehrgang zu Gesundh.fragen","Lectures About Health Topics"
"_1476_p_saf","T0705030000000000","saf","Resultat: sonstiges","Further Education Provided Other Pay-Off"
"_1475_p_saf","T0705030000000000","saf","Resultat: bessere Arbeitsmarktchancen","Paid Off In Better Chances In Job Market"
"_1474_p_saf","T0705030000000000","saf","Resultat: interessantere Taetigkeit","Paid Off In More Interesting Work"
"_1473_p_saf","T0705030000000000","saf","Resultat: mehr Arbeitsplatzsicherheit","Paid Off In Greater Job Security"
"_1472_p_saf","T0705030000000000","saf","Resultat: mehr Verdienst","Paid Off In Greater Earnings"
"_1471_p_saf","T0705030000000000","saf","Resultat: bessere Aufstiegschancen","Paid Off In Promotion Possibilities"
"_1470_p_saf","T0705030000000000","saf","Resulat: bessere Kenntnisse","Paid Off In Job Knowledge"
"_1469_p_wkc","T0203040100000000","wkc","Regelmaessige Nachtarbeit","Job Requires Regular Night Work"
"_1468_p_ltm","T0901000000000000","tim","Fernsehen, Video","Hours Sunday On TV"
"_1464_p_tim","T0901000000000000","tim","Fernsehen, Video","Hours Per Weekday On TV"
"_1462_p_fhf","T0407000000000000","fhf","Getrennte Wohnungen","Live Apart"
"_1461_p_fhf","T0407000000000000","fhf","gemeinsame Wohnung seit...","Year Moved In Together"
"_1460_p_gov","T0801030000000000","gov","Einschaetzung Umfang staatl. Aufgaben","Extent And Type Of State Powers"
"_1459_p_tax","T0301030000000000","tax","Steuerbescheid 88 liegt noch nicht vor","Information Not Available Two Years Ago"
"_1458_p_tax","T0301030000000000","tax","Gesamtbetrag Lohn-, Einkommenssteuer 88","Amount Of Income Tax Paid Two Years Ago"
"_1457_p_tax","T0301030000000000","tax","Gemeinsame oder getrennte Veranlagung 88","Filed Jointly,Individually Two Years Ago"
"_1455_p_vac","T0204040300000000","vac","kein Urlaubsanspruch","No Specified Holidays"
"_1454_p_vac","T0204040300000000","vac","jaehrlicher Urlaubsanspruch","Yearly Contracted Holidays"
"_1453_p_vac","T0204040300000000","vac","keinen Urlaub genommen","No Holidays Off Last Year"
"_1452_p_vac","T0204040300000000","vac","Anzahl Urlaubstage letztes Jahr","Days On Holiday Last Year"
"_1451_p_whb","T0204030000000000","whb","Vormittags - andere Zeiten","Mornings - Other Times"
"_1450_p_whb","T0204030000000000","whb","Vollzeit und freie Tage","Distribution Of Work Time Per Week"
"_1449_p_whb","T0204030000000000","whb","sonst zu wenig Zeit fuer andere Dinge","Otherwise Insufficient Free Time"
"_1448_p_whb","T0204030000000000","whb","ausreichendes Einkommen vorhanden","Income Is Sufficient"
"_1447_p_whb","T0204030000000000","whb","andere familiere Gruende","Other Family Reasons"
"_1446_p_whb","T0204030000000000","whb","wegen, Ehe-, Partner","Because Of Spouse,Partner"
"_1445_p_whb","T0204030000000000","whb","um Zeit fuer Kinder zu haben","Enough Time For Children"
"_1444_p_whb","T0204030000000000","whb","mangelnde Kinderbetreuungsmoeglichkeit","No Child Care Available"
"_1443_p_esc","T0202010000000000","esc","Erwerbst., erwerbstaetig werden wollen","Gainfully Employed Or Want To Be"
"_1442_p_whd","T0204020000000000","whd","Sonntagsarbeit - Haeufigkeit","Frequency Of Work On Sundays"
"_1441_p_whd","T0204020000000000","whd","Samstagsarbeit - Haeufigkeit","Frequency Of Work On Saturdays"
"_1440_p_sim","T0203040200000000","sim","Beruf nicht so wichtig","Importance Of Job"
"_1439_p_sim","T0203040200000000","sim","Beruf ziemlich wichtig","Importance Of Job"
"_1438_p_sim","T0203040200000000","sim","Beruf sehr wichtig","Importance Of Job"
"_1437_p_dtw","T0203050100000000","dtw","Wochenendpendler","Weekend Commuter"
"_1436_p_whd","T0204020000000000","whd","Moeglichkeit zu Gleitzeit","Flexible Working Hours"
"_1435_p_whd","T0204020000000000","whd","Wechselschicht","Shift Work Available"
"_1434_p_sde","T0203010000000000","sde","Beginn jetzige Stelle, Monat","Month Began Current Employment"
"_1433_p_sde","T0203010000000000","sde","Beginn jetzige Stelle, Jahr","Year Began Current Employment"
"_1432_p_ocr","T0205020000000000","ocr","Sonstige Gruende","Quit Job Because Of Other Reasons"
"_1431_p_ocr","T0205020000000000","ocr","Finanzielle Gruende","Quit Job When Financially Independent"
"_1430_p_ocr","T0205020000000000","ocr","Fortbildung, Umschulung","Quit Job To Continue Education"
"_1429_p_ocr","T0205020000000000","ocr","Bessere Stelle","Quit Job For Better Job"
"_1428_p_ocr","T0205020000000000","ocr","Berufliche Veraenderung","Quit Job Due To Occupational Change"
"_1427_p_ocr","T0205020000000000","ocr","Konkurs","Quit Job Because Of Bankruptcy"
"_1426_p_ocr","T0205020000000000","ocr","Rationalisierung im Betrieb","Quit Job Because Of Company Down-Sizing"
"_1425_p_ocr","T0205020000000000","ocr","Umzug","Quit Job When Moved"
"_1424_p_ocr","T0205020000000000","ocr","Aerger mit Vorgesetzten","Quit Job Due To Difficulties With Boss"
"_1423_p_ocr","T0205020000000000","ocr","Wehr-,Zivildienst","Quit Job For Military,Community Service"
"_1422_p_ocr","T0205020000000000","ocr","Vorzeitige Rente/Pension","Quit Job Because Of Early Retirement"
"_1421_p_ocr","T0205020000000000","ocr","Erreichen der Altersgrenze","Quit Job When Reached Retirement Age"
"_1420_p_ocr","T0205020000000000","ocr","Sonstige gesundheitliche Gruende","Quit Job Because Of Other Health Reasons"
"_1419_p_ocr","T0205020000000000","ocr","Erwerbsunfaehigkeit","Quit Job Because Of Incapacity For Work"
"_1418_p_ocr","T0205020000000000","ocr","Berufsunfaehigkeit","Quit Job Due To Occupational Disability"
"_1417_p_ocr","T0205020000000000","ocr","Betreuung pflegebeduerftiger Person","Quit Job To Care For Someone"
"_1416_p_ocr","T0205020000000000","ocr","Kinderbetreuung","Quit Job For Child Care"
"_1415_p_ocr","T0205020000000000","ocr","Heirat","Quit Job For Marriage"
"_1414_p_ocr","T0205020000000000","ocr","Einvernehmliche Aufloesung","Mutual Termination"
"_140_p_tim","T0901000000000000","tim","Basteln,Reparat.,Sonntag.o.Ber.Tgkt,Std","Hours Sunday On Handicraft Work"
"_139_p_tim","T0901000000000000","tim","Basteln,Reparat.,Sonntag.m.Ber.Tgkt,Std","Hours Sunday On Handicraft Work"
"_137_p_tim","T0901000000000000","tim","Basteln,Reparat.,Samstag.o.Ber.Tgkt,Std","Hours Saturday On Handicraft Work"
"_136_p_tim","T0901000000000000","tim","Basteln,Reparat.,Samstag.m.Ber.Tgkt,Std","Hours Saturday On Handicraft Work"
"_133_p_tim","T0901000000000000","tim","Ausbildg,Schule, Sonntag.o.Ber.Tgkt,Std","Hours Sunday On Education"
"_132_p_tim","T0901000000000000","tim","Ausbildg,Schule, Sonntag.m.Ber.Tgkt,Std","Hours Sunday On Education"
"_130_p_tim","T0901000000000000","tim","Ausbildg,Schule, Samstag.o.Ber.Tgkt,Std","Hours Sunday On Education"
"_1305_p_aws","T0610030000000000","aws","Beschaffung: Sonstiges","Financed By Other"
"_1304_p_aws","T0610030000000000","aws","Beschaffung: Bankkredit","Financed By Bank Loan"
"_1303_p_aws","T0610030000000000","aws","Beschaffung: von Verwandten","Financed By Relatives"
"_1302_p_aws","T0610030000000000","aws","Beschaffung: von HH-Mitglied","Financed By HH-Member"
"_1301_p_aws","T0610030000000000","aws","Beschaffung: eigenes Konto","Financed From Own Account"
"_129_p_tim","T0901000000000000","tim","Ausbildg,Schule, Samstag.m.Ber.Tgkt,Std","Hours Saturday On Education"
"_1293_p_jcl","T0201010000000000","ljo","Branche nach NACE","2 Digit NACE Industry, Sector"
"_1287_p_wry","T0801040000000000","wry","Sorgen: ueber neue Lebensbedingungen","Worried About Adapting To Change"
"_1286_p_wry","T0801040000000000","wry","Sorgen:Verlust v. Vermoegensrechten etc.","Worried About Rights Of Use And Assets"
"_1279_p_cdv","T0203020400000000","cdv","Ueberstunden im letzten Jahr - Umfang","Chance Of Overtime Or Special Shifts"
"_1278_p_fnw","T0404030000000000","fnw","Dritte Person - nicht vorhanden","Third Person Is Not Present"
"_1277_p_fnw","T0404030000000000","fnw","Dritte Person - Beziehung","Nature Of Relationship To Third Person"
"_1276_p_fnw","T0404030000000000","fnw","Dritte Person - Entfernung","Where Does Third Person Live"
"_1275_p_fnw","T0404030000000000","fnw","Zweite Person - nicht vorhanden","Second Person Is Not Present"
"_1274_p_fnw","T0404030000000000","fnw","Zweite Person - Beziehung","Nature Of Relationship To Second Person"
"_1273_p_fnw","T0404030000000000","fnw","Zweite Person - Entfernung","Where Does Second Person Live"
"_1272_p_fnw","T0404030000000000","fnw","Erste Person - Beziehung","Nature Of Relationship To First Person"
"_1271_p_fnw","T0404030000000000","fnw","Erste Person - Entfernung","Where Does First Person Live"
"_1270_p_fnw","T0404030000000000","fnw","Freunde - vorhanden,nicht vorhanden","Help From Non-Relatives"
"_125_p_tim","T0901000000000000","tim","Kinderbetreuung, Sonntag.o.Ber.Tgkt,Std","Hours Sunday On Child Care"
"_1250_p_trf","T0302000000000000","trf","Soz.Sicherung nicht erwerbst.Ehepartner","Social Security For Non-Working Spouse"
"_124_p_tim","T0901000000000000","tim","Kinderbetreuung, Sonntag.m.Ber.Tgkt,Std","Hours Sunday On Child Care"
"_1249_p_trf","T0302000000000000","trf","Private Pflegeversicherung","Private Long Term Care Insurance"
"_1248_p_isd","T0501040000000000","isd","Grad d.Behinderung festgestellt, Jahr","Year Degree Of Disability Determined"
"_1247_p_whd","T0204020000000000","whd","Woechentlich wechselnde Zahl der Tage","No Fixed Number Of Days Per Week"
"_1246_p_dtw","T0203050100000000","dtw","T.n.z., Wechselnder Arbeitsort","Does Not Apply"
"_1245_p_sde","T0203010000000000","sde","Derzeitige Beschaeftigung","Duration Of Work Contract"
"_1243_p_olm","T0610010200000000","olm","Ich spare dadurch Geld","Save Money By Doing It Myself"
"_1242_p_olm","T0610010200000000","olm","Eigenarbeit ist besser oder schneller","Do-It-Yourself Work Is Better Or Faster"
"_1241_p_olm","T0610010200000000","olm","Mir machen diese Arbeiten Spass","Enjoy Do-It-Yourself Work"
"_1240_p_ola","T0610010100000000","ola","Keine Eigenarbeit","No Do-It-Yourself Work"
"_1239_p_ola","T0610010100000000","ola","Sonstige Eigenarbeit","Other Do-It-Yourself Work"
