concept,topic,label_de,label
item_7031,aad,kind kommt mit akt. lehrerin nicht gut aus,Child Does Not Come Along With Current Class Teacher
item_7032,aad,kind lernt gerne,Child Likes To Study
item_7033,edg,ort der arbeit an hausaufgaben,Place Of Doing Homework
item_7034,edg,haeufigkeit der unterstuetzung bei hausaufgaben,Frequency Of Support With Homework
item_7035,paa,"haeufigkeit fernsehen, video",Frequency Watching TV
item_7036,paa,haeufigkeit computerspiele,Frequency Computer Games
item_7037,paa,haeufigkeit im internet,Frequency Internet
item_7038,paa,haeufigkeit musik hoeren,Frequency Listening To Music
item_7039,paa,haeufigkeit musik machen,Frequency Making Music
item_7040,paa,haeufigkeit sport treiben,Frequency Doing Sports
item_7041,paa,haeufigkeit mit familie etw. unternehmen,Frequency Doing Something With The Family
item_7042,paa,"haeufigkeit tanzen, theater spielen",Frequency Dancing or Acting
item_7043,paa,"haeufigkeit technisches werken, arbeiten",Frequency Technical Work
item_7044,paa,haeufigkeit malen und basteln,Frequency Painting or Doing Arts and Crafts
item_7045,paa,haeufigkeit lesen,Frequency Reading
item_7046,paa,"haeufigkeit nichts tun, traeumen",Frequency Do Nothing
item_7047,paa,haeufigkeit freunde treffen,Frequency Meeting Friends
item_7048,paa,"haeufigkeit kirchgang, religioese veranstaltungen","Frequency Time In Church, Attending Religious Events"
item_7049,paa,haeufigkeit teilnahme an jugendgruppen,Frequency Attending Youth Group
item_7050,paa,ort der mahlzeit unter der woche fruehstueck,Place Of Having Breakfast During Week
item_7051,paa,ort der mahlzeit unter der woche mittagessen,Place Of Having Lunch During Week
item_7052,paa,ort der mahlzeit unter der woche abendessen,Place Of Having Dinner during Week
item_7053,paa,ort der mahlzeit samstags fruehstueck,Place Of Having Breakfast Saturday
item_7054,paa,ort der mahlzeit samstags mittagessen,Place Of Having Lunch Saturday
item_7055,paa,ort der mahlzeit samstags abendessen,Place Of Having Dinner Saturday
item_7056,paa,ort der mahlzeit sonntags fruehstueck,Place Of Having Breakfast Sunday
item_7057,paa,ort der mahlzeit sonntags mittagessen,Place Of Having Lunch Sunday
item_7058,paa,ort der mahlzeit sonntags abendessen,Place Of Having Dinner Sunday
item_7059,aad,kind ist gespraechig/still,Child Is Communicative/Calm
item_7060,aad,kind ist unordentlich/ordentlich,Child Is Tidy/Untidy
item_7061,aad,kind ist gutmuetig/leicht reizbar,Child Is Good-Natured/Tetchy
item_7062,aad,kind ist wenig interessiert/wissensdurstig,Child Is Not That Interested/Thursty For Knowledge
item_7063,aad,kind hat selbstvertrauen/ist unsicher,Child Is Selfconfident/Unsure
item_7064,aad,kind ist zurueckgezogen/kontaktfreudig,Child Is Reclusive/Sociable
item_7065,aad,kind ist konzentriert/leicht ablenkbar,Child Is Concentrated/Easy To Deflect
item_7066,aad,kind ist trotzig/folgsam,Child Is Defiant/Obedient
item_7067,aad,kind begreift schnell/braucht mehr zeit,Child Understands Fast/Needs More Time
item_7068,aad,kind ist aengstlich/unaengstlich,Child Is Frightende/Unfrightened
item_7069,icd,atemwegserkrankungen,Respiratory Disease
item_7070,icd,allergien,Allergies
item_7071,icd,neurodermitis,Neurodermatitis
item_7072,icd,fehlsichtigkeit,Vision Impairment
item_7073,icd,ernaehrungsstoerungen,Nutritional Disorders
item_7074,icd,"stoerungen der motorik, des bewegungsapparats",Motor Impairment
item_7075,icd,"sonstige stoerungen,behinderungen",Other Impairments Or Disorders
item_7076,icd,"keine einschraenkunen, stoerungen, behinderungen",No limitations
item_7077,icd,"allgemeiner gesundheitszustand, kind",General Health Status Child
item_7078,icd,dauer krankenhausaufent i. d. letzten 12 mon. in tg,Hospital Stay Last 12 Month In Days
item_7079,icd,anzahl aerztl. hilfe i. d. letzten 3 monaten,Medical Assistance: Number Of Times
item_7080,frn,anzahl freunde kinder,Number Of Friends (Children)
item_7081,frn,anzahl freunde erwachsene,Number Of Friends (Adults)
item_7082,sdq,kind ist ruecksichtsvoll,Child Is Thoughtful
item_7083,sdq,"kind ist unruhig, ueberaktiv, kann nicht still sitzen","Child Is Agitaded , Overactive, Cannot Sit Still"
item_7084,sdq,kind teilt gerne mit anderen,Child Likes To Share With Others
item_7085,sdq,"kind hat oft wutanfaelle, ist aufbrausend","Child Tends To Have A Fit Of  Rage, Is Explosive"
item_7086,sdq,"kind ist einzelgaenger, spielt meist alleine",Child Is A Maverick
item_7087,sdq,"kind ist hilfsbereit, wenn andere verletzt,krank,betruebt sind","Child Is Helpful, If Others Are Hurt, Ill Or Sad"
item_7088,sdq,kind ist zappelig,Child Is Fidgety
item_7089,sdq,"kind streitet oft mit anderen kindern, schikaniert sie","Child Argues Often With Other Children, Bullys Them"
item_7090,sdq,kind ist oft ungluecklich o. niedergeschlagen; weint haeufig,"Child Is Ofte nunlucky Or sad, cries often"
item_7091,sdq,kind ist bei anderen kindern beliebt,Child Is Popular
item_7092,sdq,"kind ist leicht ablenkbar, unkonzentriert","Child Is Easy To Deflect, Unconcentrated"
item_7093,sdq,"kind ist in neuen situationen nervoes,anklammernd","Child Is Nervous In New Situations, Cramps"
item_7094,sdq,kind wird von anderen gehaenselt o. schikaniert,"Child Is Often Fooled From Others, Is Bullied"
item_7095,sdq,kind hilft anderen oft freiwillig,Child Helps Others Willingly
item_7096,sdq,kind kommt mit erwachsenen besser aus als mit anderen kindern,Child Gets Along With Adults Better Than With Other Children
item_7097,sdq,"kind hat viele aengste, fuerchtet sich leicht","Child Has Many Anxieties, Frightens Easy"
item_7098,sdq,"kind fuehrt aufgaben zu ende, kann sich lange konzentrieren","Child Finishes Tasks, Can Concentrate"
item_7099,sdq,kind denkt nach bevor es handelt,Child Thinks About Before Acting
item_7100,chc,befragte person = hauptbetreuungsperson,Respondent is main provider of care
item_7101,chc,betreuung durch (ehe-)partnerin (in h/woche),Cared for by Spouse/Partner (hours/week)
item_7102,chc,betreuung durch vater/mutter des kindes nicht im haushalt (in h/woche),Cared for by Childs father/mother (hours/week)
item_7103,chc,betreuung durch grosseltern des kindes (in h/woche),Cared for by grandparents (hours/week)
item_7104,chc,betreuung durch aeltere geschwister (in h/woche),Cared for by older siblings (hours/week)
item_7105,chc,betreuung durch andere verwandte (in h/woche),Cared for by other relatives (hours/week)
item_7106,chc,betreuung durch kinderfrau/ au pair (in h/woche),Cared for by nanny or other (hours/week)
item_7107,chc,betreuung durch andere (in h/woche),Cared for by others (hours/week)
item_7108,chc,betreuung durch schule (in h/woche),Cared for by school (hours/week)
item_7109,chc,betreuung durch hort (in h/woche),Cared for by after-school care club (hours/week)
item_7110,chc,betreuung durch soziale einrichtung (in h/woche),"Cared for by social institution, center (hours/week)"
item_7111,chc,betreuung ausschliesslich durch befragten,Cared for solely by respondent
item_7112,paa,taschengeld,Pocket Money
item_7113,paa,taschengeld pro woche,Pocket Money per Week
item_7114,paa,taschengeld pro monat, Pocket Money per Month
item_7115,ide,Identifikatoren,Identifiers
item_7116,ide,"survey year, erhebungsjahr",survey year
item_7117,icd,"allgemeiner gesundheitszustand, kind",General Health Status Child
item_7118,icd,heuschnupfen,hayfever
item_7119,icd,allergien,allergies
item_7120,paa,"haeufigkeit fernsehen, video",frequency of watching TV
item_7121,paa,haeufigkeit computerspiele,frequency of playing computer games
item_7122,paa,haeufigkeit im internet,frequency of surfing in the internet
item_7123,paa,haeufigkeit musik hoeren,frequency of listening to music
item_7124,paa,haeufigkeit musik machen,frequency of making music
item_7125,paa,haeufigkeit sport treiben,frequency of doing sports
item_7126,paa,haeufigkeit mit familie etw. unternehmen,frequency of doing something with the family
item_7127,paa,"haeufigkeit tanzen, theater spielen",frequency of dancing or acting
item_7128,paa,"haeufigkeit technisches werken, arbeiten",frequency of doing technical work
item_7129,paa,haeufigkeit malen und basteln,frequency of painting or doing arts and crafts
item_7130,paa,haeufigkeit lesen,frequency of reading
item_7131,paa,"haeufigkeit nichts tun, traeumen",frequency of do nothing
item_7132,paa,haeufigkeit freunde treffen,frequency of meeting friends
item_7133,paa,"haeufigkeit kirchgang, religioese veranstaltungen","frequency of time in church, attending religious events"
item_7134,paa,haeufigkeit teilnahme an jugendgruppen,frequency of attending youth group
item_7135,paa,taschengeld,pocked money
item_7136,paa,taschengeld pro woche,pocked money per week
item_7137,paa,taschengeld pro monat,pocked money per month
item_7138,paa,ort der mahlzeit unter der woche fruehstueck,place of having breakfast during week
item_7139,paa,ort der mahlzeit unter der woche mittagessen,place of having lunch during week
item_7140,paa,ort der mahlzeit unter der woche abendessen,place of having dinner during week
item_7141,paa,ort der mahlzeit samstags fruehstueck,place of having breakfast saturday
item_7142,paa,ort der mahlzeit samstags mittagessen,place of having lunch saturday
item_7143,paa,ort der mahlzeit samstags abendessen,place of having dinner saturday
item_7144,paa,ort der mahlzeit sonntags fruehstueck,place of having breakfast sunday
item_7145,paa,ort der mahlzeit sonntags mittagessen,place of having lunch sunday
item_7146,paa,ort der mahlzeit sonntags abendessen,place of having dinner sunday
item_7147,frn,anzahl freunde kinder,number of frinds (children)
item_7148,frn,anzahl freunde erwachsene,number of friends (adults)
item_7149,sdq,kind denkt nach bevor es handelt,child thinks about before acting
item_7150,sdq,"kind folgt anweisungen, die es fuenf minuten zuvor gehoert hat",child follows instructions (heard five minutes before)
item_7151,sdq,"kind nennt seinen vor- und nachnamen, wenn es danach gefragt wird",child knows first and lastname
item_7152,sdq,kind hoert in der regel geschichten mindestens 15 min. aufmerksam zu,child can listen attentively to stories
item_7153,sdq,"kind haelt stifte richtig (nicht mit der faust), um zu malen",child can hold pen in the right way (not nist)
item_7154,sdq,"kind wechselt sich mit anderen beim spielen ab, ohne darum gebeten zu werden",child changes while playing (without asking)
item_7155,aad,schulbesuch grundschule,School: Primary School
item_7156,aad,schulbesuch mit sp. paedagog. konzept,School With Special Pedagogic Concept
item_7157,aad,"schulbesuch foerder-, sonder-, sprachheilschule",Special-Needs School
item_7158,aad,schulbesuch hauptschule,School: Second General School
item_7159,aad,schulbesuch realschule,School: Intermediate Secondary School
item_7160,aad,schulbesuch gymnasium,"School: Grammar Secondary Class, A-level"
item_7161,aad,schulbesuch gesamtschule,School: Comprehensive School
item_7162,aad,schulbesuch sonstige schule,Other School
item_7163,aad,note des letzten zeugnisses deutsch,Last reporrt mark: German
item_7164,aad,note des letzten zeugnisses mathematik,Last report mark: Mathmatics
item_7165,aad,note des letzten zeugnisses trifft nicht zu,Does Not Apply
item_7166,aad,kind geht gerne in die schule,Child Likes To Go To School
item_7167,aad,kind hat keinen guten umgang mit klassenkameraden,No Good Social Interaction With Classmates
item_7168,aad,kind empfindet schule als zeitverschwendung,Child Senses School As A Waste Of Time
item_7169,aad,kind nimmt arbeit in der schule nie ernst,Child Takes School Seriously
item_7170,aad,kind kommt im unterricht gut mit,Childs Comes Along Well In Class
item_7171,aad,kind kommt mit akt. lehrerin nicht gut aus,Child Does Not Come Along With Current Class Teacher
item_7172,aad,kind lernt gerne,Child Likes To Study
item_7173,edg,ort der arbeit an hausaufgaben,Place Of Doing Homework
item_7174,edg,haeufigkeit der unterstuetzung bei hausaufgaben,Frequency Of Support With Homework
item_7175,edg,regelmaessige teilnahme am elternabend,Parents Take Part In Parents-Evenings
item_7176,edg,regelmaessige besuche von elternsprechtagen,Parents Take Part In Parent Conference Days
item_7177,edg,aufsuchen der lehrer,Consult Teachers
item_7178,edg,engagement als elternvertreter,Engagement As  Parent Representatives
item_7179,edg,sonstige unterstuetzung der schule/lehrer,Other Support Of School/Teacher
item_7180,edg,mitglied im foerderverein,Member Of Booster Club
item_7181,edg,nichts davon,Nothing
item_7182,,Lebt ausschliessl. in diesem HH/zeitweise woanders,Lives In HH / Lives occasionally elsewhere
item_7183,,Zeitlicher Umfang in diesem HH,Time Spend In HH
item_7184,,Sonstiges und zwar,Other
item_7185,,Eigene Wohung/eigenes Zimmer,Own Flat / Own Room
item_7186,,"Freund/Freundin, Partner/Partnerin","Boyfriend/Girlsriend, Partner"
item_7187,,Unterkunft am Arbeitsort,Live at Place Of Work
item_7188,,Bei anderem Elternteil,At Other Parental Unit
item_7189,,Schueler-/Studentenwohnheim,Student Dormitory
item_7190,,Internat,Boarding School
item_7191,,Kinderheim,Children's Home
item_7192,,Pflegeheim,Nursing Home
item_7193,,Sonstiges,Other
item_7194,,Und zwar,Namely
item_7195,,Hauptwohnsitz,Principal Place Of Residence
item_7196,,Zweitwohnsitz,2. Place Of Residence
item_7197,ona,deutsche Staatsangehoerigkeit in welchem Jahr erworben,German nationality since
item_7198,ona,Staatsangehoerigkeit (Code),Which Nationality (Code)
item_7201,inm,Zwillingsschwester / Bruder,Twin sister/brother
item_7202,inm,Zeitpunkt des Updates - Geschw,Time of update - siblings
item_7203,aad,Promotion (seit 2011),Doctorate (since 2011)
item_7204,wim,Interviewdauer (integrierte Version),Interview Length
item_7205,aad,"Kind folgt Anweisungen, die es fuenf Minuten zuvor gehoert hat",Child Follows Instructions (heard five minutes before)
item_7206,aad,"Kind nennt seinen Vor- und Nachnamen, wenn es danach gefragt wird",Child Knows First And Lastname
item_7207,aad,Kind hoert in der Regel Geschichten mindestens 15 Min. aufmerksam zu,Child Can Listen Attentively To Stories
item_7208,aad,"Kind haelt Stifte richtig (nicht mit der Faust), um zu malen",Child Can Hold Pen In The right Way (Not Fist)
item_7209,aad,"Kind wechselt sich mit anderen beim Spielen ab, ohne darum gebeten zu werden",Child Changes While Playing (Without Asking)
item_7210,paa,Berufsschule,Vocational School
item_7211,exp,"c: food at home, vers. a","c: food at home, vers. a"
item_7212,exp,"c: food at home, vers. b","c: food at home, vers. b"
item_7213,exp,"c: food at home, vers. c","c: food at home, vers. c"
item_7214,exp,"c: food at home, vers. d","c: food at home, vers. d"
item_7215,exp,"c: food at home, vers. e","c: food at home, vers. e"
item_7216,exp,"c: food/drinks outside the home, vers. a","c: food/drinks outside the home, vers. a"
item_7217,exp,"c: food/drinks outside the home, vers. b","c: food/drinks outside the home, vers. b"
item_7218,exp,"c: food/drinks outside the home, vers. c","c: food/drinks outside the home, vers. c"
item_7219,exp,"c: food/drinks outside the home, vers. d","c: food/drinks outside the home, vers. d"
item_7220,exp,"c: food/drinks outside the home, vers. e","c: food/drinks outside the home, vers. e"
item_7221,exp,"c: clothing/shoes, vers. a","c: clothing/shoes, vers. a"
item_7222,exp,"c: clothing/shoes, vers. b","c: clothing/shoes, vers. b"
item_7223,exp,"c: clothing/shoes, vers. c","c: clothing/shoes, vers. c"
item_7224,exp,"c: clothing/shoes, vers. d","c: clothing/shoes, vers. d"
item_7225,exp,"c: clothing/shoes, vers. e","c: clothing/shoes, vers. e"
item_7226,exp,"c: body care, vers. a","c: body care, vers. a"
item_7227,exp,"c: body care, vers. b","c: body care, vers. b"
item_7228,exp,"c: body care, vers. c","c: body care, vers. c"
item_7229,exp,"c: body care, vers. d","c: body care, vers. d"
item_7230,exp,"c: body care, vers. e","c: body care, vers. e"
item_7231,exp,"c: health, vers. a","c: health, vers. a"
item_7232,exp,"c: health, vers. b","c: health, vers. b"
item_7233,exp,"c: health, vers. c","c: health, vers. c"
item_7234,exp,"c: health, vers. d","c: health, vers. d"
item_7235,exp,"c: health, vers. e","c: health, vers. e"
item_7236,exp,"c: telecommunication, vers. a","c: telecommunication, vers. a"
item_7237,exp,"c: telecommunication, vers. b","c: telecommunication, vers. b"
item_7238,exp,"c: telecommunication, vers. c","c: telecommunication, vers. c"
item_7239,exp,"c: telecommunication, vers. d","c: telecommunication, vers. d"
item_7240,exp,"c: telecommunication, vers. e","c: telecommunication, vers. e"
item_7241,exp,"c: education/further training, vers. a","c: education/further training, vers. a"
item_7242,exp,"c: education/further training, vers. b","c: education/further training, vers. b"
item_7243,exp,"c: education/further training, vers. c","c: education/further training, vers. c"
item_7244,exp,"c: education/further training, vers. d","c: education/further training, vers. d"
item_7245,exp,"c: education/further training, vers. e","c: education/further training, vers. e"
item_7246,exp,"c: culture, vers. a","c: culture, vers. a"
item_7247,exp,"c: culture, vers. b","c: culture, vers. b"
item_7248,exp,"c: culture, vers. c","c: culture, vers. c"
item_7249,exp,"c: culture, vers. d","c: culture, vers. d"
item_7250,exp,"c: culture, vers. e","c: culture, vers. e"
item_7251,exp,"c: leisure activities, vers. a","c: leisure activities, vers. a"
item_7252,exp,"c: leisure activities, vers. b","c: leisure activities, vers. b"
item_7253,exp,"c: leisure activities, vers. c","c: leisure activities, vers. c"
item_7254,exp,"c: leisure activities, vers. d","c: leisure activities, vers. d"
item_7255,exp,"c: leisure activities, vers. e","c: leisure activities, vers. e"
item_7256,exp,"c: vacations, vers. a","c: vacations, vers. a"
item_7257,exp,"c: vacations, vers. b","c: vacations, vers. b"
item_7258,exp,"c: vacations, vers. c","c: vacations, vers. c"
item_7259,exp,"c: vacations, vers. d","c: vacations, vers. d"
item_7260,exp,"c: vacations, vers. e","c: vacations, vers. e"
item_7261,exp,"c: life insurance, private pension insurance, vers. a","c: life insurance, private pension insurance, vers. a"
item_7262,exp,"c: life insurance, private pension insurance, vers. b","c: life insurance, private pension insurance, vers. b"
item_7263,exp,"c: life insurance, private pension insurance, vers. c","c: life insurance, private pension insurance, vers. c"
item_7264,exp,"c: life insurance, private pension insurance, vers. d","c: life insurance, private pension insurance, vers. d"
item_7265,exp,"c: life insurance, private pension insurance, vers. e","c: life insurance, private pension insurance, vers. e"
item_7266,exp,"c: other insurances, vers. a","c: other insurances, vers. a"
item_7267,exp,"c: other insurances, vers. b","c: other insurances, vers. b"
item_7268,exp,"c: other insurances, vers. c","c: other insurances, vers. c"
item_7269,exp,"c: other insurances, vers. d","c: other insurances, vers. d"
item_7270,exp,"c: other insurances, vers. e","c: other insurances, vers. e"
item_7271,exp,"c: motor vehicle repairs, vers. a","c: motor vehicle repairs, vers. a"
item_7272,exp,"c: motor vehicle repairs, vers. b","c: motor vehicle repairs, vers. b"
item_7273,exp,"c: motor vehicle repairs, vers. c","c: motor vehicle repairs, vers. c"
item_7274,exp,"c: motor vehicle repairs, vers. d","c: motor vehicle repairs, vers. d"
item_7275,exp,"c: motor vehicle repairs, vers. e","c: motor vehicle repairs, vers. e"
item_7276,exp,"c: transport, vers. a","c: transport, vers. a"
item_7277,exp,"c: transport, vers. b","c: transport, vers. b"
item_7278,exp,"c: transport, vers. c","c: transport, vers. c"
item_7279,exp,"c: transport, vers. d","c: transport, vers. d"
item_7280,exp,"c: transport, vers. e","c: transport, vers. e"
item_7281,exp,"c: furniture, vers. a","c: furniture, vers. a"
item_7282,exp,"c: furniture, vers. b","c: furniture, vers. b"
item_7283,exp,"c: furniture, vers. c","c: furniture, vers. c"
item_7284,exp,"c: furniture, vers. d","c: furniture, vers. d"
item_7285,exp,"c: furniture, vers. e","c: furniture, vers. e"
item_7286,exp,"c: other expenditures, vers. a","c: other expenditures, vers. a"
item_7287,exp,"c: other expenditures, vers. b","c: other expenditures, vers. b"
item_7288,exp,"c: other expenditures, vers. c","c: other expenditures, vers. c"
item_7289,exp,"c: other expenditures, vers. d","c: other expenditures, vers. d"
item_7290,exp,"c: other expenditures, vers. e","c: other expenditures, vers. e"
item_7291,exp,flag: food at home,flag: food at home
item_7292,exp,flag: food/drinks outside the home,flag: food/drinks outside the home
item_7293,exp,flag: clothing/shoes,flag: clothing/shoes
item_7294,exp,flag: body care,flag: body care
item_7295,exp,flag: health,flag: health
item_7296,exp,flag: telecommunication,flag: telecommunication
item_7297,exp,flag: education/further training,flag: education/further training
item_7298,exp,flag: culture,flag: culture
item_7299,exp,flag: leisure activities,flag: leisure activities
item_7300,exp,flag: vacations,flag: vacations
item_7301,exp,"flag: life insurance, private pension insurance","flag: life insurance, private pension insurance"
item_7302,exp,flag: other insurances,flag: other insurances
item_7303,exp,flag: motor vehicle repairs,flag: motor vehicle repairs
item_7304,exp,flag: transport,flag: transport
item_7305,exp,flag: furniture,flag: furniture
item_7306,exp,flag: other expenditures,flag: other expenditures
item_7307,fte,flag: heating/warm water (renter),flag: heating/warm water (renter)
item_7308,fte,"c: heating/warm water (renter), vers. a","c: heating/warm water (renter), vers. a"
item_7309,fte,"c: heating/warm water (renter), vers. b","c: heating/warm water (renter), vers. b"
item_7310,fte,"c: heating/warm water (renter), vers. c","c: heating/warm water (renter), vers. c"
item_7311,fte,"c: heating/warm water (renter), vers. d","c: heating/warm water (renter), vers. d"
item_7312,fte,"c: heating/warm water (renter), vers. e","c: heating/warm water (renter), vers. e"
item_7313,mpl,flag: rent (renter),flag: rent (renter)
item_7314,fte,fuer Mieter,For tenants
item_7315,fte,"c: rent (renter), vers. a","c: rent (renter), vers. a"
item_7316,mpl,Plant jemand im Haushalt Umzug?,Is anyone in the HH planning to move?
item_7317,fte,"c: rent (renter), vers. b","c: rent (renter), vers. b"
item_7318,mpl,Plant jemand im Haushalt Umzug?,Is anyone in the HH planning to move?
item_7319,fte,"c: rent (renter), vers. c","c: rent (renter), vers. c"
item_7320,mpl,Plant jemand im Haushalt Umzug?,Is anyone in the HH planning to move?
item_7321,mpl,"c: rent (renter), vers. d","c: rent (renter), vers. d"
item_7322,fte,fuer Mieter,For tenants
item_7323,fte,"c: rent (renter), vers. e","c: rent (renter), vers. e"
item_7324,mpl,Plant jemand im Haushalt Umzug?,Is anyone in the HH planning to move?
item_7325,fte,flag: electricity (renter),flag: electricity (renter)
item_7326,fte,"c: electricity (renter), vers. a","c: electricity (renter), vers. a"
item_7327,fte,"c: electricity (renter), vers. b","c: electricity (renter), vers. b"
item_7328,fte,"c: electricity (renter), vers. c","c: electricity (renter), vers. c"
item_7329,fte,"c: electricity (renter), vers. d","c: electricity (renter), vers. d"
item_7330,fte,"c: electricity (renter), vers. e","c: electricity (renter), vers. e"
item_7331,fow,flag: heating (owner),flag: heating (owner)
item_7332,fow,"c: heating (owner), vers. a","c: heating (owner), vers. a"
item_7333,fow,"c: heating (owner), vers. b","c: heating (owner), vers. b"
item_7334,fow,"c: heating (owner), vers. c","c: heating (owner), vers. c"
item_7335,fow,"c: heating (owner), vers. d","c: heating (owner), vers. d"
item_7336,fow,"c: heating (owner), vers. e","c: heating (owner), vers. e"
item_7337,fte,flag: electricity (owner),flag: electricity (owner)
item_7338,fte,"c: electricity (owner), vers. a","c: electricity (owner), vers. a"
item_7339,fte,"c: electricity (owner), vers. b","c: electricity (owner), vers. b"
item_7340,fte,"c: electricity (owner), vers. c","c: electricity (owner), vers. c"
item_7341,fte,"c: electricity (owner), vers. d","c: electricity (owner), vers. d"
item_7342,fte,"c: electricity (owner), vers. e","c: electricity (owner), vers. e"
item_7343,fow,flag: mortgage payments (owner),flag: mortgage payments (owner)
item_7344,fow,"c: mortgage payments (owner), vers. a","c: mortgage payments (owner), vers. a"
item_7345,fow,"c: mortgage payments (owner), vers. b","c: mortgage payments (owner), vers. b"
item_7346,fow,"c: mortgage payments (owner), vers. c","c: mortgage payments (owner), vers. c"
item_7347,fow,"c: mortgage payments (owner), vers. d","c: mortgage payments (owner), vers. d"
item_7348,fow,"c: mortgage payments (owner), vers. e","c: mortgage payments (owner), vers. e"
item_7349,fow,flag: other costs (owner),flag: other costs (owner)
item_7350,fow,"c: other costs (owner), vers. a","c: other costs (owner), vers. a"
item_7351,fow,"c: other costs (owner), vers. b","c: other costs (owner), vers. b"
item_7352,fow,"c: other costs (owner), vers. c","c: other costs (owner), vers. c"
item_7353,fow,"c: other costs (owner), vers. d","c: other costs (owner), vers. d"
item_7354,fow,"c: other costs (owner), vers. e","c: other costs (owner), vers. e"
item_7355,fow,flag: housing costs (owner),flag: housing costs (owner)
item_7356,fow,"c: housing costs (owner), vers. a","c: housing costs (owner), vers. a"
item_7357,fow,"c: housing costs (owner), vers. b","c: housing costs (owner), vers. b"
item_7358,fow,"c: housing costs (owner), vers. c","c: housing costs (owner), vers. c"
item_7359,fow,"c: housing costs (owner), vers. d","c: housing costs (owner), vers. d"
item_7360,fow,"c: housing costs (owner), vers. e","c: housing costs (owner), vers. e"
item_7361,dtl,flag: loans for consumer expenditures,flag: loans for consumer expenditures
item_7362,dtl,"c: loans for consumer expenditures, vers. a","c: loans for consumer expenditures, vers. a"
item_7363,dtl,"c: loans for consumer expenditures, vers. b","c: loans for consumer expenditures, vers. b"
item_7364,dtl,"c: loans for consumer expenditures, vers. c","c: loans for consumer expenditures, vers. c"
item_7365,dtl,"c: loans for consumer expenditures, vers. d","c: loans for consumer expenditures, vers. d"
item_7366,dtl,"c: loans for consumer expenditures, vers. e","c: loans for consumer expenditures, vers. e"
item_7367,ing,"c: alimony for relatives, vers. a","c: alimony for relatives, vers. a"
item_7368,ing,"c: alimony for relatives, vers. b","c: alimony for relatives, vers. b"
item_7369,ing,"c: alimony for relatives, vers. c","c: alimony for relatives, vers. c"
item_7370,ing,"c: alimony for relatives, vers. d","c: alimony for relatives, vers. d"
item_7371,ing,"c: alimony for relatives, vers. e","c: alimony for relatives, vers. e"
item_7372,ing,flag: alimony for relatives,flag: alimony for relatives
item_7373,olc,"c: cleaning/household help,  vers. a","c: cleaning/household help,  vers. a"
item_7374,olc,"c: cleaning/household help,  vers. b","c: cleaning/household help,  vers. b"
item_7375,olc,"c: cleaning/household help,  vers. c","c: cleaning/household help,  vers. c"
item_7376,olc,"c: cleaning/household help,  vers. d","c: cleaning/household help,  vers. d"
item_7377,olc,"c: cleaning/household help,  vers. e","c: cleaning/household help,  vers. e"
item_7378,olc,"flag: cleaning/household help,  vers.","flag: cleaning/household help,  vers."
item_7379,paa,"c: child care, vers. a","c: child care, vers. a"
item_7380,paa,"c: child care, vers. b","c: child care, vers. b"
item_7381,paa,"c: child care, vers. c","c: child care, vers. c"
item_7382,paa,"c: child care, vers. d","c: child care, vers. d"
item_7383,paa,"c: child care, vers. e","c: child care, vers. e"
item_7384,paa,flag: child care,flag: child care
item_7495,int,Ruecklauf,response
item_7496,emi,Jahr des Auslandsverzug lt. Paneldatei,year move abroad
item_7497,int,Uebersetzungshilfe beim Interview,interview translation device
item_7498,int,Uebersetzungshilfe beim Interview,interview translation device
item_7499,int,Uebersetzungshilfe beim Interview,interview translation device
item_7500,int,Uebersetzungshilfe beim Interview,interview translation device
item_7501,int,Uebersetzungshilfe beim Interview,interview translation device
item_7502,int,Uebersetzungshilfe beim Interview,interview translation device
item_7503,int,Uebersetzungshilfe beim Interview,interview translation device
item_7504,int,Uebersetzungshilfe beim Interview,interview translation device
item_7505,int,Uebersetzungshilfe beim Interview,interview translation device
item_7506,ebc,Familienstand 1,Marital Status One
item_7507,ebc,Familienstand 2,Marital Status Two
item_7508,ebc,Familienstand 3,Marital Status Three
item_7509,pfd,"Rentenanspruch, Betrag (in EURO)",Amt. Pension Entitlement (EUR)
item_7510,pfd,"Einzahlungen auf Rentenvertrag geleistet, Betrag (in EURO)",Amt. Payments for Pension
item_7511,pfd,"Anspruch auf betriebl. Altersversorgung, Betrag (in EURO)",Amt. of Company Pension Scheme
item_7512,sat,"Verlaufsbild, Lebenszufriedenheit der letzten 10 Jahre",Satisfaction With Life Past 10 Year
item_7513,oap,derzeitige Erwerbstaetigkeit (KldB2010),Current Occupational Classification (KldB2010)
item_7514,oap,derzeitige Erwerbstaetigkeit (ISCO-08),Current Occupational Classification (ISCO-08)
item_7515,sef,derzeitige Nebentaetigkeit (KldB2010),Current Occupational Classification Secondary Employment  (KldB2010)
item_7516,sef,derzeitige Nebentaetigkeit (ISCO-08),Current Occupational Classification Secondary Employment  (ISCO-08)
item_7517,vdc,im Vorjahr beendete Ausbildung (KldB2010),Vocational Training / Education Degree Prev. Yr. (KldB2010)
item_7518,int,Uebersetzungshilfe beim Interview,interview translation device
item_7519,int,Personenbiografie,Persons Biography
item_7520,paa,Mittagessen in Schule,Lunch at School
item_7521,paa,Kosten fuer Schule,costs for school
item_7522,paa,Kosten fuer Betreuungseinrichtung,Costs for facility
item_7523,paa,keine Kosten,no costs
item_7524,paa,Schule: keine Kosten,School: no costs
