study,questionnaire,question,item,template.id,text_de,instruction_de,text,instruction,scale,answer_list,filter,goto,concept,description,number
soep-core,soep-core-2014-ll,77,lfreino,,Keinen dieser freiwilligen Dienste abgeleistet,,Performed none of these voluntary services,,bin,,,,lfreino,,77
soep-core,soep-core-2014-ll,77,5,,[Bundesfreiwilligendienst] Wie lange?,,[Federal volunteer service] How long?,,txt,,77;lfrei1 = 1,,,Dauer Bundesfreiwilligendienst [Monate],77
soep-core,soep-core-2014-ll,77,lfrei1mo,,Anzahl Monate,,Months,,int,,77;lfrei1 = 1,,lfrei1mo,,77
soep-core,soep-core-2014-ll,77,7,,[Freiwilligen Wehrdienst] Wie lange?,,[Voluntary military service] How long?,,txt,,77;lfrei2 = 1,,,Dauer Freiwilliger Wehrdienst [Monate],77
soep-core,soep-core-2014-ll,77,lfrei2mo,,Anzahl Monate,,Months,,int,,77;lfrei2 = 1,,lfrei2mo,,77
soep-core,soep-core-2014-ll,78,,,"Nur an Männer die 1992 oder früher geboren wurden:  
Haben Sie Wehr- oder Zivildienst geleistet?",,Did you do compulsory military service or community service in place of military service?,,txt,,,,,"Researcher Notes:
Programmierung: Fragen nur an Männer die 1992 oder früher geboren sind!
",78
soep-core,soep-core-2014-ll,78,lwehr2,,"Ja, …",,"Yes, ...",,cat,lwehr2,74;lwehr1 = 1,,lwehr2,"Form Wehr-, Zivildienst",78
soep-core,soep-core-2014-ll,78,lwehr3,,"Nein, …",,"No, ...",,cat,lwehr3,74;lwehr1 = 2,,lwehr3,Gründe kein Wehr- und Zivieldienst,78
soep-core,soep-core-2014-ll,79,,,Haben oder hatten Sie Geschwister?,"Gemeint sind leibliche, Halb-, Stief- und Adoptivgeschwister.
Geben Sie uns bitte für jedes Ihrer Geschwister folgende Angaben (maximal zehn Geschwister).
Bitte beginnen Sie mit dem ältesten Geschwisterteil und fahren dem Alter nach fort, bis zum Jüngsten.
Geben Sie bitte auch an, ob Sie Ihre gesamte Kindheit - also bis zu Ihrem 15. Lebensjahr - mit dem jeweiligen Geschwister gemeinsam gelebt haben. ",Do you have or had any siblings?,"We are referring here to biological siblings, half-siblings, step-siblings, and adoptive siblings.
Please provide the following information for each of your siblings (maximum of 10), from oldest to youngest. Please also state whether you lived with each sibling for your entire childhood, that is, up to the age of 15.",txt,,,,,,79
soep-core,soep-core-2014-ll,79,lbsanz,,"Ja, und zwar … Geschwister",,Yes ... siblings,,int,,,,lbsanz,,79
soep-core,soep-core-2014-ll,79,lbsno,,Nein,,No,,bin,,,1 @ 80,lbsno,,79
soep-core,soep-core-2014-ll,79,lbsj1,,Geburtsjahr,,Birthyear,,int,,,,lbsj1,,79
soep-core,soep-core-2014-ll,79,lbsmo1,,Monat ,,Month ,,int,,,,lbsmo1,,79
soep-core,soep-core-2014-ll,79,lbssex1,,Geschlecht ,,Sex ,,cat,lbssexx,,,lbssex1,,79
soep-core,soep-core-2014-ll,79,lbsart1,,Art des Geschwisters,,Type of sibling,,cat,lbsartx,,,lbsart1,,79
soep-core,soep-core-2014-ll,79,79.1,,Gesamte Kindheit – bis zu Ihrem 15. Lebensjahr zusammen gelebt?,,Did you live together throughout your entire childhood?,,txt,,,,,,79
soep-core,soep-core-2014-ll,79,lbs15j1,,Ja,,Yes,,bin,,,,lbs15j1,,79
soep-core,soep-core-2014-ll,79,lbs15n1,,"Nein, nur: … Jahre",,"No, only ... years",,int,,,,lbs15n1,,79
soep-core,soep-core-2014-ll,80,,,"Haben oder hatten sie Kinder? Wenn ja, wie viele?",Gemeint sind leibliche oder adoptierte Kinder (nicht Pflege- oder Stiefkinder).,"Do you have or had children? If so, how much?",We mean you own children or adopted children ( not stepchildren or fosterchildren),txt,,,,,,80
soep-core,soep-core-2014-ll,80,lkind,,"Ja, und zwar … Kinder:",,Yes ... children,,int,,,,lkind,"Researcher Notes:
Option ""Ja"" nicht zum ankreuzen, es findet sich also kein Wert dafür in den Daten.

Routing:
*IF [Q70010,2] *GOTO 71000
",80
soep-core,soep-core-2014-ll,80,lkno,,"Nein, hatte nie Kinder",,"No, I never had any kids",,bin,,,1 @ 81,lkno,"Researcher Notes:
sinnvolles numerischer Maximum

Filter:
ASK ONLY IF Q7001 : LKNO=1
",80
soep-core,soep-core-2014-ll,80,lkgeb1,,Geburtsjahr,,,,int,,,,lkgeb1,,80
soep-core,soep-core-2014-ll,80,lksex1,,Geschlecht,,,,cat,lksex x,,,lksex1,,80
soep-core,soep-core-2014-ll,80,lkwo1,,Wo lebt das Kind heute?,,,,cat,lkwo x,,,lkwo1,,80
soep-core,soep-core-2014-ll,81,,,"Im Folgenden geht es um Partnerschaft und Ehe / eingetragene gleichgeschlechtliche Partnerschaft. 
Die Fragen werden immer in Bezug auf die Beziehung gestellt, unabhängig davon, ob Sie in dieser Beziehung geheiratet haben oder nicht. Bei den Fragen geht es sowohl um die aktuelle Beziehung, als auch um frühere Beziehungen. Wir beginnen mit der aktuellen Beziehung und fragen dann rückblickend nach den festen Beziehungen, die Sie vorher hatten. Bei den früheren Beziehungen sprechen wir dann von fester Beziehung, wenn diese sechs Monate oder länger andauerte. ","Wenn wir hier von Ehe oder Heirat sprechen, ist immer auch
 eingetragene gleichgeschlechtliche Partnerschaft gemeint! 
Gehen Sie die Spalten der Reihe nach von oben nach unten durch - also erst A von 1 bis 6, 
dann B von 1 bis 6 usw. Wenn Sie etwas überspringen können, wird dies durch einen Pfeil und der Stelle angezeigt, an der Sie bitte weiter machen. Z.B. bedeutet B5, weiter mit Spalte B, 5. Frage! ","The following is about partnership and marriage. The questions are always asked in terms of the relationship, regardless of whether you got married in this relationship or not. Whether you have been married in the particular relationship or not will be clarified in subsequent questions. The questions are about both, the current relationship, as well as former relationships. We begin with the current relationship and then ask you retrospectively about the steady relationships you had before.Concerning the previous relations, we speak of a steady relationship if it lasted six months or longer.","If we are talking about matrimony or marriage, it is always meant registered same-sex partnership! Go through the columns sequentially from top to bottom - so first A from 1 to 6, then B from 1 to 6, etc. If you can skip something, this will be shown by an arrow and the place where you please keep go on. For example, B5, means continue with column B, 5th issue!",txt,,,,,,81
soep-core,soep-core-2014-ll,81,lp1a,,"A 
Haben Sie derzeit eine feste Beziehung?",,A Do you currently have a fixed relationship?,,cat,lp1a,,,lp1a,,81
soep-core,soep-core-2014-ll,81,81a1,,[A] 1. Die Beziehung …,,[A] 1. The relationship...,,txt,,,,,,81
soep-core,soep-core-2014-ll,81,lpja,,[A] – begann im Jahr,,[A] 1. Began in the year,,int,,81:lp1a=1,,lpja,,81
soep-core,soep-core-2014-ll,81,81a3,,[A] 3. Wohnen / Wohnten Sie zusammen?,,[A] 3. Do or did you live together?,,txt,,81:lpja>0,,,,81
soep-core,soep-core-2014-ll,81,lp2a,,[A] 3. Nein,,[A] 3. No,,bin,,,,lp2a,,81
soep-core,soep-core-2014-ll,81,lpleb1a,,"[A] 3. Ja, zusammengezogen im Jahr",,"[A] 3. Yes, moved together in the year",,int,,,,lpleb1a,,81
soep-core,soep-core-2014-ll,81,81a5,,[A] 4. Wohnen Sie noch zusammen?,,[A] 4. Do you still live together?,,txt,,81;lp2a!=2 | 81,,,,81
soep-core,soep-core-2014-ll,81,lpleb5a,,[A] 4. Ja,,[A] 4. Yes,,bin,,,,lpleb5a,,81
soep-core,soep-core-2014-ll,81,lpleb3a,,"[A] 4. Nein, Ende des gemeinsamen Wohnens im Jahr",,"[A] 4. No, end of living together in the year",,int,,,,lpleb3a,,81
soep-core,soep-core-2014-ll,81,81a6,,[A] 5. Sind / Waren Sie in dieser Beziehung verheiratet?,,[A] 5. Are / were you married in this relationship?,,txt,,,,,,81
soep-core,soep-core-2014-ll,81,lehea,,[A] 5. Nein,,[A] 5. No,,bin,,,,lehea,,81
soep-core,soep-core-2014-ll,81,lehe1a,,"[A] 5. Ja, wir haben geheiratet im Jahr",,"[A] 5. Yes, we have married in the year",,int,,,,lehe1a,,81
soep-core,soep-core-2014-ll,81,lehe2a,,[A] 6. Besteht diese Ehe noch?,,[A] 6. Does this marriage still exist?,,cat,lehe2a,81;lehea!=2,,lehe2a,,81
soep-core,soep-core-2014-ll,81,lehe3a,,"[A] 6. Nein, die Ehe endete im Jahr",,"[A] 6. No, the marriage ended in the year",,int,,,,lehe3a,,81
soep-core,soep-core-2014-ll,81,lp1b,,"B 
Hatten Sie davor eine feste Beziehung?",,B Have you had a stable relationship before?,,cat,lp1b,81;lp1a>1 | 81,2 @ A,lp1b,,81
soep-core,soep-core-2014-ll,81,81b1,,[B] 1. Die Beziehung …,,[B] 1. The relationship...,,txt,,,,,,81
soep-core,soep-core-2014-ll,81,lpjb,,[B] – begann im Jahr,,[B] 1. Began in the year,,int,,81;lp1b=1,,lpjb,,81
soep-core,soep-core-2014-ll,81,81b2,,[B] 2. Die Beziehung,,[B] 2. The relationship,,txt,,,,,,81
soep-core,soep-core-2014-ll,81,lpend1b,,[B] – endete im Jahr,,[B] 2. Ended in the year,,int,,,,lpend1b,,81
soep-core,soep-core-2014-ll,81,lpend2b,,[B] – und endete durch,,[B] 2. And ended by,,cat,lpend2b,,,lpend2b,,81
soep-core,soep-core-2014-ll,81,81b3,,[B] 3. Wohnen / Wohnten Sie zusammen?,,[B] 3. Do or did you live together?,,txt,,,,,,81
soep-core,soep-core-2014-ll,81,lp2b,,[B] 3. Nein,,[B] 3. No,,bin,,,,lp2b,,81
soep-core,soep-core-2014-ll,81,lpleb1b,,"[B] 3. Ja, zusammengezogen im Jahr",,"[B] 3. Yes, moved together in the year",,int,,,,lpleb1b,,81
soep-core,soep-core-2014-ll,81,81b4,,[B] 4. Wohnen Sie noch zusammen?,,[B] 4. Do you still live together?,,txt,,81;lp2b!=2 | 81,,,,81
soep-core,soep-core-2014-ll,81,lpleb5b,,[B] 4. Ja,,[B] 4. Yes,,bin,,,,lpleb5b,,81
soep-core,soep-core-2014-ll,81,lpleb3b,,"[B] 4. Nein, Ende des gemeinsamen Wohnens im Jahr",,"[B] 4. No, end of living together in the year",,int,,,,lpleb3b,,81
soep-core,soep-core-2014-ll,81,81b5,,[B] 5. Sind / Waren Sie in dieser Beziehung verheiratet?,,[B] 5. Are / were you married in this relationship?,,txt,,,,,,81
soep-core,soep-core-2014-ll,81,leheb,,[B] 5. Nein,,[B] 5. No,,bin,,,,leheb,,81
soep-core,soep-core-2014-ll,81,lehe1b,,"[B] 5. Ja, wir haben geheiratet im Jahr",,"[B] 5. Yes, we married in the year",,int,,,,lehe1b,,81
soep-core,soep-core-2014-ll,81,lehe2b,,[B] 6. Besteht diese Ehe noch?,,[B] 6. Does this marriage still exist?,,cat,lehe2b,81;leheb!=2,,lehe2b,,81
soep-core,soep-core-2014-ll,81,lehe3b,,"[B] 6. Nein, die Ehe endete im Jahr",,"[B] 6. No, the marriage ended in the year",,int,,,,lehe3b,,81
soep-core,soep-core-2014-ll,81,lp1c,,"C 
Hatten Sie davor eine feste Beziehung?",,[C] Did you have a stable relationship before?,,cat,lp1c,81;leheb=2,2 @ A,lp1c,,81
soep-core,soep-core-2014-ll,81,81c1,,[C] 1. Die Beziehung …,,[C] 1. The relationship...,,txt,,,,,,81
soep-core,soep-core-2014-ll,81,lpjc,,[C] – begann im Jahr,,[C] 1. Began in the year,,int,,81;lp1c=1,,lpjc,,81
soep-core,soep-core-2014-ll,81,81c2,,[C] 2. Die Beziehung,,[C] 2. The relationship,,txt,,,,,,81
soep-core,soep-core-2014-ll,81,lpend1c,,[C] – endete im Jahr,,[C] 2. Ended in the year,,int,,,,lpend1c,,81
soep-core,soep-core-2014-ll,81,lpend2c,,[C] – und endete durch,,[C] 2. And ended by,,cat,lpend2c,,,lpend2c,,81
soep-core,soep-core-2014-ll,81,81c3,,[C] 3. Wohnen / Wohnten Sie zusammen?,,[C] 3. Do or did you live together?,,txt,,,,,,81
soep-core,soep-core-2014-ll,81,lp2c,,[C] 3. Nein,,[C] 3. No,,bin,,,,lp2c,,81
soep-core,soep-core-2014-ll,81,lpleb1c,,"[C] 3. Ja, zusammengezogen im Jahr",,"[B] 3. Yes, moved together in the year",,int,,,,lpleb1c,,81
soep-core,soep-core-2014-ll,81,81c4,,[C] 4. Wohnen Sie noch zusammen?,,[C] 4. Do you still live together?,,txt,,81;lp2c!=2 | 81,,,,81
soep-core,soep-core-2014-ll,81,lpleb5c,,[C] 4. Ja,,[C] 4. Yes,,bin,,,,lpleb5c,,81
soep-core,soep-core-2014-ll,81,lpleb3c,,"[C] 4. Nein, Ende des gemeinsamen Wohnens im Jahr",,"[C] 4. No, end of living together in the year",,int,,,,lpleb3c,,81
soep-core,soep-core-2014-ll,81,81c5,,[C] 5. Sind / Waren Sie in dieser Beziehung verheiratet?,,[C] 5. Are / were you married in this relationship?,,txt,,,,,,81
soep-core,soep-core-2014-ll,81,lehec,,[C] 5. Nein,,[C] 5. No,,bin,,,,lehec,,81
soep-core,soep-core-2014-ll,81,lehe1c,,"[C] 5. Ja, wir haben geheiratet im Jahr",,"[C] 5. Yes, we married in the year",,int,,,,lehe1c,,81
soep-core,soep-core-2014-ll,81,lehe2c,,[C] 6. Besteht diese Ehe noch?,,[C] 6. Does this marriage still exist?,,cat,lehe2c,81;lehec!=2,,lehe2c,,81
soep-core,soep-core-2014-ll,81,lehe3c,,"[C] 6. Nein, die Ehe endete im Jahr",,"[C] 6. No, the marriage ended in the year",,int,,,,lehe3c,,81
soep-core,soep-core-2014-ll,81,lp1d,,"D
Hatten Sie davor eine feste Beziehung?",,[D] Did you have a relationship before?,,cat,lp1d,81;lehec=2,2 @ A,lp1d,,81
soep-core,soep-core-2014-ll,81,81d1,,[D] 1. Die Beziehung …,,[D] 1. The relationship ...,,txt,,,,,,81
soep-core,soep-core-2014-ll,81,lpjd,,[D] – begann im Jahr,,[D] 1. Began in the year,,int,,81;lp1d=1,,lpjd,,81
soep-core,soep-core-2014-ll,81,81d2,,[D] 2. Die Beziehung,,[D] 2. The relationship,,txt,,,,,,81
soep-core,soep-core-2014-ll,81,lpend1d,,[D] 2. endete im Jahr,,[D] 2. Ended in the year,,int,,,,lpend1d,,81
soep-core,soep-core-2014-ll,81,lpend2d,,[D] 2. und endete durch,,[D] 2. And ended by,,cat,lpend2d,,,lpend2d,,81
soep-core,soep-core-2014-ll,81,81d3,,[D] 3. Wohnen / Wohnten Sie zusammen?,,[D] 3. Do or did you live together?,,txt,,,,,,81
soep-core,soep-core-2014-ll,81,lp2d,,[D] 3. Nein,,[D] 3. No,,bin,,,,lp2d,,81
soep-core,soep-core-2014-ll,81,lpleb1d,,"[D] 3. Ja, zusammengezogen im Jahr",,"[D] 3. Yes, moved together in the year",,int,,,,lpleb1d,,81
soep-core,soep-core-2014-ll,81,81d4,,[D] 4. Wohnen Sie noch zusammen?,,[D] 4. Do you still live together?,,txt,,81;lp2d!=2 | 81,,,,81
soep-core,soep-core-2014-ll,81,lpleb5d,,[D] 4. Ja,,[D] 4. Yes,,bin,,,,lpleb5d,,81
soep-core,soep-core-2014-ll,81,lpleb3d,,"[D] 4. Nein, Ende des gemeinsamen Wohnens im Jahr",,"[D] 4. No, end of living together in the year",,int,,,,lpleb3d,,81
soep-core,soep-core-2014-ll,81,81d5,,[D] 5. Sind / Waren Sie in dieser Beziehung verheiratet?,,[D] 5. Are / were you married in this relationship?,,txt,,,,,,81
soep-core,soep-core-2014-ll,81,lehed,,[D] 5. Nein,,[D] 5. No,,bin,,,,lehed,,81
soep-core,soep-core-2014-ll,81,lehe1d,,"[D] 5. Ja, wir haben geheiratet im Jahr",,"[D] 5. Yes, we married in the year",,int,,,,lehe1d,,81
soep-core,soep-core-2014-ll,81,lehe2d,,[D] 6. Besteht diese Ehe noch?,,[D] 6. Does this marriage still exist?,,cat,lehe2d,81;lehed!=2,,lehe2d,,81
soep-core,soep-core-2014-ll,81,lehe3d,,"[D] 6. Nein, die Ehe endete im Jahr",,"[D] 6. No, the marriage ended in the year",,int,,,,lehe3d,,81
soep-core,soep-core-2014-ll,A,,,Welches Datum haben wir heute und um wie viel Uhr haben Sie den Fragebogen beendet?,,What date do we have today and at which time have you finished your survey?,,txt,,,,,,A
soep-core,soep-core-2014-ll,A,ldatt,,Tag,,Day,,int,,,,ldatt,,A
soep-core,soep-core-2014-ll,A,ldatm,,Monat,,Month,,int,,,,ldatm,,A
soep-core,soep-core-2014-ll,A,ldatst,,Stunde,,Hour,,int,,,,ldatst,,A
soep-core,soep-core-2014-ll,A,ldatmi,,Minute,,Minute,,int,,,,ldatmi,,A
soep-core,soep-core-2014-ll,B,,,Wie wurde die Befragung durchgeführt?,,How was the interview conducted?,,cat,lform,,,lform,,B
soep-core,soep-core-2014-ll,C,,,Interviewdauer:,,Duration of the interview:,,txt,,,,,,C
soep-core,soep-core-2014-ll,C,ldauer1,,Das mündliche (Teil-)Interview dauerte … Minuten,,The oral (complete or partial) interview lasted … minutes,,int,,,,ldauer1,,C
soep-core,soep-core-2014-ll,C,ldauer2,,Befragter brauchte zum Selbstausfüllen … Minuten,(bitte erfragen),Length in minutes written interview,please enter:,int,,,,ldauer2,,C
soep-core,soep-core-2014-ll,D,,,Sonstige Hinweise:,,Other notes:,,chr,,,,ltext,,D
soep-core,soep-core-2014-ll,INT,,,Vielen Dank für Ihre Mitarbeit!,,Thank you for your participation!,,txt,,,,,,
soep-core,soep-core-2014-ll,INT,listnr,,Listen-Nr.,,List. No.,,int,,,,listnr,,
soep-core,soep-core-2014-ll,INT,lfdnr,,Lfd. Nr.,,Lfd. No.,,int,,,,lfdnr,,
soep-core,soep-core-2014-ll,INT,lintnr,,Abrechnungs-Nummer,,Deduction No.,,int,,,,lintnr,,
