study,questionnaire,question,item,template.id,text_de,instruction_de,text,instruction,scale,answer_list,range,concept,filter,goto,description,scripternotes,number,old.template.id,dataset,var_fix
soep-core,soep-core-2016-ju,63,jber17,1312,sichere und gesunde Arbeitsbedingungen?,,a job with good health and safety conditions?,,cat,134+,,jber17,,,,,,,,
soep-core,soep-core-2016-ju,63,jber18,1312,"ein Beruf, der einem genügend Zeit für familiäre Verpflichtungen lässt?",,a job that leaves time for family commitments?,,cat,134+,,jber18,,,,,,,,
soep-core,soep-core-2016-ju,63,jber19,1312,"ein Beruf, bei dem man anderen Menschen helfen kann?",,a job where you can help others?,,cat,134+,,jber19,,,,,,,,
soep-core,soep-core-2016-ju,intro7,1,9491,Zukunft,,Future,,sec1,,,,,,,,,,,
soep-core,soep-core-2016-ju,64,1,1291,"Wenn Sie sich einmal Ihre berufliche und private Zukunft vorstellen:
Wie wahrscheinlich ist es, dass die folgenden Entwickungen eintreten werden?

Stufen Sie bitte jeweils die Wahrscheinlichkeit auf einer Skala ein, die von 0 Prozent bis 100 Prozent geht.

Wie wahrscheinlich ist es, dass Sie ...",Bitte ein Kreuz pro Zeile!,"How likely is it that you will experience the following career changes? Please estimate the probability on a scale of 0 to 100, with 0 meaning that such a change
definitely will not take place, and 100 meaning that such a change definitely will take place. How likely is it that you …",Please state one entry per row!,txt,,,,,,"Researcher Notes:
Statement 1 = JZUK01
**Statement 2 = JZUK02
**Statement 3 = JZUK03
**Statement 4 = JZUK04
**Statement 5 = JZUK05
**Statement 6 = JZUK06
**Statement 7 = JZUK07
**Statement 8 = JZUK08
**Statement 9 = JZUK09
**Statement 10 = JZUK10
**Statement 11 = JZUK11
**Statement 12 = JZUK12
",,,,,
soep-core,soep-core-2016-ju,64,jzuk01,1291,einen Ausbildungs- oder Studienplatz für Ihren gewünschten Beruf bekommen?,,get an appreticeship or a place for study,,cat,385+,,jzuk01,,,,,,,,
soep-core,soep-core-2016-ju,64,jzuk02,1291,Ihre Ausbildung oder Ihr Studium erfolgreich abschließen?,,complete training / get university degree,,cat,385+,,jzuk02,,,,,,,,
soep-core,soep-core-2016-ju,64,jzuk03,1291,in Ihrem angestrebten Beruf auch einen Arbeitsplatz finden?,,find a job,,cat,385+,,jzuk03,,,,,,,,
soep-core,soep-core-2016-ju,64,jzuk04,1291,beruflich erfolgreich sein und weiterkommen werden?,,are successfull in your career,,cat,385+,,jzuk04,,,,,,,,
soep-core,soep-core-2016-ju,64,jzuk05,1291,längere Zeit arbeitslos werden?,,become unemployed for a longer period of time,,cat,385+,,jzuk05,,,,,,,,
soep-core,soep-core-2016-ju,64,jzuk06,1291,"aus familiären Gründen, z.B. Kindererziehung, beruflich zurückstecken?",,slow down professionally because of family matters,,cat,385+,,jzuk06,,,,,,,,
soep-core,soep-core-2016-ju,64,jzuk07,1291,sich selbständig machen bzw. freiberuflich tätig werden?,,become self-employed,,cat,385+,,jzuk07,,,,,,,,
soep-core,soep-core-2016-ju,64,jzuk08,1291,einmal im Ausland arbeiten werden?,,work in a foreign country,,cat,385+,,jzuk08,,,,,,,,
soep-core,soep-core-2016-ju,64,jzuk09,1291,einmal heiraten werden?,,will marry,,cat,385+,,jzuk09,,,,,,,,
soep-core,soep-core-2016-ju,64,jzuk10,1291,mit einer Partnerin / einem Partner unverheiratet zusammenleben werden?,,live together with your partner,,cat,385+,,jzuk10,,,,,,,,
soep-core,soep-core-2016-ju,64,jzuk11,1291,ein Kind haben werden?,,have a child,,cat,385+,,jzuk11,,,,,,,,
soep-core,soep-core-2016-ju,64,jzuk12,1291,mehrere Kinder haben werden?,,have more than one child,,cat,385+,,jzuk12,,,,,,,,
soep-core,soep-core-2016-ju,intro8,1,9492,Ihre Herkunft,,Your origin,,sec1,,,,,,,,,,,
soep-core,soep-core-2016-ju,65,1,993,In welchem Jahr und in welchem Monat sind Sie geboren?,,What is your year and month of birth?,,txt,,,,,,,,,,,
soep-core,soep-core-2016-ju,65,jgeb,993,Jahr,,Year,,int,,,jgeb,,,"Researcher Notes:
Maximum: 1900
",,,,,
soep-core,soep-core-2016-ju,65,jgebmo,993,Monat,,Month,,int,,,jgebmo,,,"Researcher Notes:
Maximum: 12
",,,,,
soep-core,soep-core-2016-ju,66,1,1313,"In welchem Ort sind Sie geboren?
Bitte nennen Sie bei Orten, die es mehrmals gibt bzw. bei kleinen Orten den Namen der nahegelegenen Stadt mit. ","Tragen Sie bitte den Ortsnamen in das linke Feld und ggf. die Zusatzangabe in das rechte Feld. 
Z. B. „Düsseldorf“, „Frankfurt an der Oder“, „Frankfurt am Main“ in das linke Feld und im Fall von „Roßdorf 
Bei Schmalkalden“, tragen Sie „Roßdorf“ in das linke und „bei Schmalkalden“ in das rechte Feld ein. 
Bitte verfahren Sie auch entsprechend bei Geburtsorten, die nicht in Deutschland liegen. ","What city or town were you born in? If there is more than one town with the same name, please also state the name of the nearest city.","Please write the name of the town in the left blank and any additional information in the right blank. For example, write ""Düsseldorf,"" ""Frankfurt an der Oder,"" ""Frankfurt am Main,"" in the left blank and in the case of ""Roßdorf bei Schmalkalden,, write ""Roßdorf"" in the left and ""bei Schmalkalden"" in the right blank. Please do the same for birthplaces outside Germany.",txt,,,,,,,,,,,
soep-core,soep-core-2016-ju,66,jgebort1,1313,[Ortsname],,[Name of town/city],,chr,,,jgebort1,,,,,,,,
soep-core,soep-core-2016-ju,66,jgebort2,1313,[Ortsname Zusatzangabe],,[Additional information to name of town/city],,chr,,,jgebort2,,,,,,,,
soep-core,soep-core-2016-ju,67,1,994,Sind Sie in Deutschland geboren?,,Are you born in Germany?,,cat,1+,,jsta1,,1 @ 67,"Routing:
*IF [Q61000,2] *GOTO 65000
",,,,,
soep-core,soep-core-2016-ju,68,1,995,In welchem Land sind Sie geboren?,Bitte heutige Bezeichnung eintragen!,What country were you born in?,Please state the current name of the country!,chr,,,jsta2,62;jsta1=2,,Land Geburt,,,,,
soep-core,soep-core-2016-ju,69,1,1252,Wann sind Sie in die Bundesrepublik Deutschland zugezogen?,,When did you move to Germany?,,txt,,,,,,"Researcher Notes:
Maximum: 2011
",,,,,
soep-core,soep-core-2016-ju,69,jzug01,1252,Jahr,,Year,,int,,,jzug01,,,,,,,,
soep-core,soep-core-2016-ju,70,1,1314,"Für den Zuzug nach Deutschland gibt es unterschiedliche rechtliche Grundlagen.
Wie war das bei Ihnen, welchen Status haben Sie damals bei Ihrer Einreise nach Deutschland gehabt?",,Which of the following immigrant categories did you belong to when you moved to Germany?,,cat,403+,,jzug02,,,,,,,,
soep-core,soep-core-2016-ju,71,1,1315,Bei der nächsten Frage geht es um Ihre Kenntnisse in der deutschen Sprache.,,The next question is about your knowledge of the German language.,,txt,,,,,,,,,,,
soep-core,soep-core-2016-ju,71,jmusp2,1315,Sprechen [Wie gut können Sie jetzt die deutsche Sprache ...],,Speaking [How well do you know German?],,cat,362+,,jmusp2,,,,,,,,
soep-core,soep-core-2016-ju,71,jmusp3,1315,Schreiben  [Wie gut können Sie jetzt die deutsche Sprache …],,Writing [How well do you know German?],,cat,362+,,jmusp3,,,,,,,,
soep-core,soep-core-2016-ju,71,jmusp6,1315,Lesen [Wie gut können Sie jetzt die deutsche Sprache …],,Reading [How well do you know German?],,cat,362+,,jmusp6,,,,,,,,
soep-core,soep-core-2016-ju,71,jspzug1,1315,Sprechen [Wie gut konnten sie vor Ihrem Zuzug nach Deutschland die deutsche Sprache...],,Speaking [How well do you know the language of your native country / your parents' language?],,cat,362+,,jspzug1,,,,,,,,
soep-core,soep-core-2016-ju,71,jspzug2,1315,Schreiben [Wie gut konnten sie vor Ihrem Zuzug nach Deutschland die deutsche Sprache...],,Writing [How well do you know the language of your native country / your parents' language?],,cat,362+,,jspzug2,,,,,,,,
soep-core,soep-core-2016-ju,71,jspzug3,1315,Lesen [Wie gut konnten sie vor Ihrem Zuszug nach Deutschland die deutsche Sprache...],,Reading [How well do you know the language of your native country / your parents' language?],,cat,362+,,jspzug3,,,,,,,,
soep-core,soep-core-2016-ju,72,1,1125,Haben Sie heute die deutsche Staatsangehörigkeit?,,Do you have German citizenship today?,,cat,1+,,jsta3,,2 @ 72,"Routing:
*IF [Q65000,2] **GOTO BLOCK 7000
",,,,,
soep-core,soep-core-2016-ju,73,1,1126,Haben Sie neben der deutschen eine zweite Staatsangehörigkeit?,,Do you have dual citizenship with another country in addition to Germany?,,cat,1+,,jsta4,67;jsta3=1,,Zweite Staatsangehörigkeit,,,,,
soep-core,soep-core-2016-ju,73,jsta4x,1126,[Ja] und zwar:,Bitte eintragen,[Yes]:,Please state!,chr,,,jsta4x,68;jsta4=1,,Nennung zweite Staatsangehörigkeit,,,,,
soep-core,soep-core-2016-ju,74,1,1127,Haben Sie die deutsche Staatsangehörigkeit seit Geburt oder erst später erworben?,,Have you had German citizenship since birth or did you acquire it at a later date?,,cat,137+,,jsta5,,1@74,"Routing:
*IF [Q67000,1] *GOTO 72000
",,,,,
soep-core,soep-core-2016-ju,75,1,1254,Welche Staatsangehörigkeit hatten Sie vorher?,Bitte eintragen!,What citizenship did you have before?,Please state!,chr,,,jsta5x,69;jsta5=2,,Nennung vorherige Staatsangehörigkeit,,,,,
soep-core,soep-core-2016-ju,76,1,1255,Und in welchem Jahr haben Sie die deutsche Staatsangehörigkeit erworben?,,And in what year did you acquire German citizenship?,,txt,,,,,,"Researcher Notes:
FILTER: Nach Beantwortung der Frage auf Q7200 springen
",,,,,
soep-core,soep-core-2016-ju,76,jsta6,1255,Im Jahr,,Year:,,int,,,jsta6,,!=““@ 74,,,,,,
soep-core,soep-core-2016-ju,77,1,1128,Welche Staatsangehörigkeit haben Sie?,,What is your country of citizenship?,,chr,,,jnat,,,,,,,,
soep-core,soep-core-2016-ju,78,1,1316,Welchen Aufenthaltsstatus haben Sie derzeit?,,What is your current residency status?,,cat,404+,,jstat,,,,,,,,
soep-core,soep-core-2016-ju,intro9,1,4672,Kindheit und Elternhaus,,Childhood and Parental Home,,sec1,,,,,,,,,,,
soep-core,soep-core-2016-ju,79,1,1257,"Wo haben Sie den größten Teil Ihrer Kindheit bis zum 15. Lebensjahr verbracht?
War das...",,Where did you spend the majority of your childhood up to the age of 15? Was it ...,,cat,343+,,jkh01,,,,,,,,
soep-core,soep-core-2016-ju,80,1,1008,Leben Sie heute noch in dieser Stadt oder dieser Gegend?,,Do you still live in the same city or area today?,,cat,320+,,jkh02,,,,,,,,
soep-core,soep-core-2016-ju,81,1,1293,Haben oder hatten Sie Geschwister?,"Gemeint sind leibliche, Halb-, Stief- und Adoptivgeschwister.
Geben Sie uns bitte für jedes Ihrer Geschwister folgende Angaben (maximal acht Geschwister).Bitte beginnen Sie mit dem ältesten Geschwisterteil und fahren dem Alter nach fort, bis zum Jüngsten.
Geben Sie bitte auch an, ob Sie Ihre gesamte Kindheit - also bis zu Ihrem 15. Lebensjahr - mit dem jeweiligen Geschwister gemeinsam gelebt haben. ",Do you or did you have brothers and sisters?,"We are referring here to biological siblings, half-siblings, step-siblings, and adoptive siblings. Please provide the following information for each of your siblings (maximum of 8), from oldest to youngest. Please also state whether you lived with each sibling for your entire childhood, that is, up to the age of 15.",txt,,,,,,,,,,,
soep-core,soep-core-2016-ju,81,jbsanz,1293,Ja und zwar … Geschwister,,Yes. Please state number: … siblings,,int,,,jbsanz,,,,,,,,
soep-core,soep-core-2016-ju,81,jbsno,1293,Nein,,No,,bin,,,jbsno,,1@77,,,,,,
soep-core,soep-core-2016-ju,81,jbsj1,1293,Geburtsjahr,,Year of birth,,int,,,jbsj1,,,,,,,,
soep-core,soep-core-2016-ju,81,jbsmo1,1293,Monat,,Month,,int,,,jbsmo1,,,,,,,,
soep-core,soep-core-2016-ju,81,jbssex1,1293,Geschlecht,,Sex,,cat,398+,,jbssex1,,,,,,,,
soep-core,soep-core-2016-ju,81,jbsart1,1293,Art des Geschwisters,,Type of sibling,,cat,399+,,jbsart1,,,,,,,,
soep-core,soep-core-2016-ju,81,2,1293,Gesamte Kindheit – bis zu Ihrem 15. Lebensjahr – zusammengelebt?,,Did you live together throughout your entire childhood?,,txt,,,,,,,,,,,
soep-core,soep-core-2016-ju,81,jbs15j1,1293,Ja,,Yes,,bin,,,jbs15j1,,,,,,,,
soep-core,soep-core-2016-ju,81,jbs15n1,1293,"Nein, nur … Jahre",,"No, only … years",,int,,,jbs15n1,,,,,,,,
soep-core,soep-core-2016-ju,82,1,1259,Wie viele von Ihren ersten 15 Lebensjahren haben Sie bei den folgenden Personen gelebt?,"Bitte auf ganze Jahre runden!
(Hinweis: Adoptiveltern gelten wie leibliche Eltern)",How many years of your childhood (up to the age of 15) did you live with the following persons?,Please round off to the nearest full year! (Note: adoptive parents count as biological parents),txt,,,,,,"Researcher Notes:
Antworten: numerische Werte
**Weitere Angabe in PAPI: Summe der Jahre (bitte prüfen!) > jedoch keine Variable
**1 = JKH03
**2 = JKH04
**3 = JKH05
**4 = JKH06
**5 = JKH07
**6 = JKH08
**7 = JKH09
**8 = JKH10
",,,,,
soep-core,soep-core-2016-ju,82,jkh03,1259,Bei Ihren beiden (leiblichen) Eltern … Jahre,,With both of your (biological) parents … years,,int,,,jkh03,,,,,,,,
soep-core,soep-core-2016-ju,82,jkh04,1259,Bei Ihrer Mutter allein (ohne Partner) … Jahre,,With your mother without a (new) companion … years,,int,,,jkh04,,,,,,,,
soep-core,soep-core-2016-ju,82,jkh05,1259,Bei Ihrer Mutter mit (neuem) Partner … Jahre,,With your mother and her (new) companion … years,,int,,,jkh05,,,,,,,,
soep-core,soep-core-2016-ju,82,jkh06,1259,Bei Ihrem Vater allein (ohne Partnerin) … Jahre,,With your father without a (new) companion … years,,int,,,jkh06,,,,,,,,
soep-core,soep-core-2016-ju,82,jkh07,1259,Bei Ihrem Vater mit (neuer) Partnerin … Jahre,,With your father and her (new) companion … years,,int,,,jkh07,,,,,,,,
soep-core,soep-core-2016-ju,82,jkh08,1259,Bei anderen Verwandten … Jahre,,With other relatives … years,,int,,,jkh08,,,,,,,,
soep-core,soep-core-2016-ju,82,jkh09,1259,Bei Pflegeeltern … Jahre,,With foster parents … years,,int,,,jkh09,,,,,,,,
soep-core,soep-core-2016-ju,82,jkh10,1259,Im Heim … Jahre,,In an orphanage … years,,int,,,jkh10,,,,,,,,
soep-core,soep-core-2016-ju,82,2,1259,Summe der Jahre (bitte prüfen!) 15 Jahre,,Sum total of all years (please check!) 15 years,,txt,,,,,,,,,,,
soep-core,soep-core-2016-ju,83,1,1260,Leben Ihr Vater und Ihre Mutter hier im Haushalt?,,Do your mother and father live in this household?,,cat,321+,,jvm,,1 @ 88,"Researcher Notes:
Instruktion:
**if Q7600: JVM = 2,3 : Die folgenden Fragen 79-87 bitte nur für den Elternteil beantworten, der nicht im Haushalt lebt!
**if Q7600: JVM = 4: Die folgenden Fragen 79-87 bitte getrennt für Vater und Mutter beantworten!

Routing:
*IF [Q78000,1] *GOTO 88000
",,,,,
soep-core,soep-core-2016-ju,84,1,1261,"Lebt Ihr Vater / Ihre Mutter noch? Wenn ja, wo? Wenn verstorben, wann?",,"Is your father / mother still living? If so, where does he / she live? If not, when did he / she die?",,txt,,,,,,,,,,,
soep-core,soep-core-2016-ju,84,jv01,1261,Vater sofern nicht im Haushalt lebend,,"Father, if not living in the household",,cat,386+,,jv01,78;jvm=3 | 4,,Wohnort Vater,,,,,
soep-core,soep-core-2016-ju,84,jm01,1261,Mutter sofern nicht im Haushalt lebend,,"Mother, if not living in the household",,cat,386+,,jm01,78;jvm=2 | 4,,,,,,,
soep-core,soep-core-2016-ju,84,jv02,1261,"Ist verstorben, und zwar im Jahr:[Vater]",,Is deceased: died in the year [fahter],,int,,,jv02,78;jvm=3 | 4,,Vater Jahr Verstorben,,,,,
soep-core,soep-core-2016-ju,84,jm02,1261,"Ist verstorben, und zwar im Jahr: [Mutter]",,Is deceased: died in the year [mother],,int,,,jm02,78;jvm=2 | 4,,Mutter Jahr Verstorben,,,,,
soep-core,soep-core-2016-ju,85,1,1262,In welchem Jahr wurde Ihr Vater / Ihre Mutter geboren?,,In waht year was your father/moter born?,,txt,,,,,,,,,,,
soep-core,soep-core-2016-ju,85,jv03,1262,[Vater],,[Father],,int,,,jv03,78;jvm=3 | 4,,Geburtsjahr Vater,,,,,
soep-core,soep-core-2016-ju,85,jm03,1262,[Mutter],,[Mother],,int,,,jm03,78;jvm=2 | 4,,Geburtsjahr Mutter,,,,,
soep-core,soep-core-2016-ju,86,1,1263,Ist Ihr Vater / Ihre Mutter in Deutschland geboren?,,Was your father / mother born in Germany?,,txt,,,,,,,,,,,
soep-core,soep-core-2016-ju,86,jv03a,1263,Ja [Vater],,Yes [father],,bin,,,jv03a,78;jvm=3 | 4,,Geburtsland Vater Deutschland,,,,,
soep-core,soep-core-2016-ju,86,jm03a,1263,Ja [Mutter],,Yes [mother],,bin,,,jm03a,78;jvm=2 | 4,,,,,,,
soep-core,soep-core-2016-ju,86,jv03b,1263,Nein: Bitte Geburtsland angeben [Vater],,No: please state country of birth [father],,chr,,,jv03b,81;jv03a!=1,,Geburtsland Vater,,,,,
soep-core,soep-core-2016-ju,86,jm03b,1263,Nein: Bitte Geburtsland angeben [Mutter],,No: please state country of birth [mother],,chr,,,jm03b,81;jm03a!=1,,Geburtsland Mutter Deutschland,,,,,
soep-core,soep-core-2016-ju,87,1,1264,Hat (bzw. hatte) Ihr Vater / Ihre Mutter die deutsche Staatsbürgerschaft?,,Does or did your father / mother have German citizenship?,,txt,,,,,,,,,,,
soep-core,soep-core-2016-ju,87,jv04,1264,[Vater],,[father],,cat,1+,,jv04,78;jvm=3 | 4,,Staatsbürgerschaft Vater,,,,,
soep-core,soep-core-2016-ju,87,jm04,1264,[Mutter],,[Mother],,cat,1+,,jm04,78;jvm=2 | 4,,Staatsbürgerschaft Mutter,,,,,
soep-core,soep-core-2016-ju,88,1,1265,Welchen Schulabschluss hat Ihr Vater / Ihre Mutter erworben?,,What level of secondary schooling did your father / mother complete?,,txt,,,,,,,,,,,
soep-core,soep-core-2016-ju,88,jv05,1265,[Vater],,[father],,cat,345+,,jv05,78;jvm=3 | 4,,Schulabschluss Vater,,,,,
soep-core,soep-core-2016-ju,88,jm05,1265,[Mutter],,[Mother],,cat,345+,,jm05,78;jvm=2 | 4,,Schulabschluss Mutter,,,,,
soep-core,soep-core-2016-ju,89,1,1266,Hat Ihr Vater / Ihre Mutter eine berufliche Ausbildung oder ein Studium abgeschlossen?,,Did your father / mother complete vocational training or a university degree?,,txt,,,,,,,,,,,
soep-core,soep-core-2016-ju,89,jv06,1266,[Vater],,[father],,cat,97+,,jv06,78;jvm=3 | 4,,Ausbildungsabschluss Vater,,,,,
soep-core,soep-core-2016-ju,89,jm06,1266,[Mutter],,[Mother],,cat,97+,,jm06,78;jvm=2 | 4,,Ausbildungsabschluss Mutter,,,,,
soep-core,soep-core-2016-ju,90,1,1267,Falls zutreffend: Welche berufliche Tätigkeit übt Ihr Vater / Ihre Mutter aus bzw. hat Ihr Vater / Ihre Mutter zuletzt ausgeübt?,Bitte genaue Berufsbezeichnung angeben.,What was your father’s / mother’s last occupation?,"Please state the specific occupational title!
",txt,,,,,,,,,,,
soep-core,soep-core-2016-ju,90,jv07,1267,Vater,,Father,,chr,,,jv07,78;jvm=3 | 4,,Berufstätigkeit Vater,,,,,
soep-core,soep-core-2016-ju,90,jm07,1267,Mutter,,Mother,,chr,,,jm07,78;jvm=2 | 4,,Berufstätigkeit Mutter,,,,,
soep-core,soep-core-2016-ju,91,1,1268,In welcher beruflichen Stellung ist Ihr Vater / Ihre Mutter bzw. war Ihr Vater / Ihre Mutter zuletzt tätig?,,Which of the following categories describes your father’s / mother’s last occupational status?,,txt,,,,,,,,,,,
soep-core,soep-core-2016-ju,91,jv08,1268,Arbeiter (auch in der Landwirtschaft) [Vater],,Blue-collar worker (Arbeiter) (also in agriculture [father],,cat,387+,,jv08,78;jvm=3 | 4,,,,,,,
soep-core,soep-core-2016-ju,91,jm08,1268,Arbeiter (auch in der Landwirtschaft) [Mutter],,Blue-collar worker (Arbeiter) (also in agriculture [mother],,cat,387+,,jm08,78;jvm=2 | 4,,Berufliche Stellung Mutter: Arbeiter,,,,,
soep-core,soep-core-2016-ju,91,jv09,1268,Angestellte [Vater],,White-collar worker (Angestellte) [father],,cat,388+,,jv09,78;jvm=3 | 4,,,,,,,
soep-core,soep-core-2016-ju,91,jm09,1268,Angestellte [Mutter],,White-collar worker (Angestellte) [mother],,cat,388+,,jm09,78;jvm=2 | 4,,Berufliche Stellung Mutter: Angestellte,,,,,
soep-core,soep-core-2016-ju,91,jv10,1268,Beamte / Staatsverwaltung (einschl. Richter und Berufssoldaten) [Vater],,Civil servant or public administration employee (including judges and professional soldier) [father],,cat,79+,,jv10,78;jvm=3 | 4,,,,,,,
soep-core,soep-core-2016-ju,91,jm10,1268,Beamte / Staatsverwaltung (einschl. Richter und Berufssoldaten) [Mutter],,Civil servant or public administration employee (including judges and professional soldier) [mother],,cat,79+,,jm10,78;jvm=2 | 4,,Berufliche Stellung Mutter: Beamte / Staatsverwaltung,,,,,
soep-core,soep-core-2016-ju,91,jv11,1268,Selbstständige (einschl. mithelfender Familienangehöriger) [Vater],,Self-employed (including family members working for the self-employe) [father],,cat,389+,,jv11,78;jvm=3 | 4,,,,,,,
soep-core,soep-core-2016-ju,91,jm11,1268,Selbstständige (einschl. mithelfender Familienangehöriger) [Mutter],,Self-employed (including family members working for the self-employe) [mother],,cat,389+,,jm11,78;jvm=2 | 4,,Berufliche Stellung Mutter: Selbständige,,,,,
soep-core,soep-core-2016-ju,91,jv12,1268,War nie erwerbstätig [Vater],,Was not economically active [father],,bin,,,jv12,78;jvm=3 | 4,,berufl. Stellung Vater: Nie Erwerbstätig,,,,,
soep-core,soep-core-2016-ju,91,jm12,1268,War nie erwerbstätig [Mutter],,Was not economically active [mother],,bin,,,jm12,78;jvm=2 | 4,,berufl. Stellung Mutter: Nie Erwerbstätig,,,,,
soep-core,soep-core-2016-ju,92,1,1294,Gehören bzw. gehörten Ihr Vater / Ihre Mutter einer Kirche oder Religionsgemeinschaft an? Ja und zwar...,,Does / did your father / mother belong to a church or religious group?,,txt,,,,,,,,,,,
soep-core,soep-core-2016-ju,92,jv13,1294,[Vater],,[father],,cat,400+,,jv13,78;jvm=3 | 4,,Religion Vater,,,,,
soep-core,soep-core-2016-ju,92,jm13,1294,[Mutter],,[Mother],,cat,400+,,jm13,78;jvm=2 | 4,,Religion Mutter,,,,,
soep-core,soep-core-2016-ju,intro10,1,8421,Einstellungen und Meinungen,,Attitudes and opinions,,sec1,,,,,,,,,,,
soep-core,soep-core-2016-ju,93,1,1270,"Glauben Sie, dass man eine Partnerin / einen Partner braucht, um wirklich glücklich zu sein, oder glauben Sie, man kann alleine genauso glücklich oder glücklicher leben?",,Do you think a partner is necessary to be happyin life? Or can one also be happy alone?,,cat,391+,,jpart,,,,,,,,
soep-core,soep-core-2016-ju,94,1,1271,"Glauben Sie, dass man eigene Kinder braucht, um wirklich glücklich zu sein, oder glauben Sie, man kann ohne ein eigenes Kind genauso glücklich oder glücklicher leben?",,Do you think own children are necessary to be happy in life?,,cat,350+,,jkind,,,,,,,,
soep-core,soep-core-2016-ju,95,1,1317,"Wovon hängt es Ihrer Meinung nach in Deutschland tatsächlich ab, ob jemand Erfolg hat und sozial aufsteigt?
Bitte geben Sie zu jeder der folgenden Aussage an, in welchem Maße Sie ihr zustimmen.",Bitte ein Kreuz pro Zeile!,What do you think is important in Germany to be successful and climb the social ladder? Please state to what extent you agree with each statement below.,Please make one X per row!,txt,,,,,,"Researcher Notes:
Statement 1 = JERF01
**Statement 2 = JERF02
**Statement 3 = JERF03
**Statement 4 = JERF04
**Statement 5 = JERF05
**Statement 6 = JERF06
**Statement 7 = JERF07
**Statement 8 = JERF08
**Statement 9 = JERF09
**Statement 10 = JERF10
**Statement 11 = JERF11
**Statement 12 = JERF12
",,,,,
soep-core,soep-core-2016-ju,95,jerf01,1317,Man muss sich anstrengen und fleißig sein,,You have to be hardworking and industrious,,cat,256+,,jerf01,,,,,,,,
soep-core,soep-core-2016-ju,95,jerf02,1317,Man muss andere ausnutzen,,You have to exploit others,,cat,256+,,jerf02,,,,,,,,
soep-core,soep-core-2016-ju,95,jerf03,1317,Man muss begabt und intelligent sein,,You have to be talented and intelligent,,cat,256+,,jerf03,,,,,,,,
soep-core,soep-core-2016-ju,95,jerf04,1317,Man muss aus der richtigen Familie stammen,,You have to have the right family background,,cat,256+,,jerf04,,,,,,,,
soep-core,soep-core-2016-ju,95,jerf05,1317,Man muss gute Fachkenntnisse auf seinem Spezialgebiet haben,,You have to have expertise in a specialized field,,cat,256+,,jerf05,,,,,,,,
soep-core,soep-core-2016-ju,95,jerf06,1317,Man muss Geld und Vermögen haben,,You have to have money and assets,,cat,256+,,jerf06,,,,,,,,
soep-core,soep-core-2016-ju,95,jerf07,1317,Man muss einen möglichst guten Schulabschluss haben,,You have to get good grades in school,,cat,256+,,jerf07,,,,,,,,
soep-core,soep-core-2016-ju,95,jerf08,1317,Man muss rücksichtslos und hart sein,,You have to be tough and ruthless,,cat,256+,,jerf08,,,,,,,,
soep-core,soep-core-2016-ju,95,jerf09,1317,Man muss Beziehungen zu den richtigen Leuten haben,,You have to have connections to the right people,,cat,256+,,jerf09,,,,,,,,
soep-core,soep-core-2016-ju,95,jerf10,1317,Man muss sich auf der richtigen Seite politisch engagieren,,You have to be politically involved on the right side,,cat,256+,,jerf10,,,,,,,,
soep-core,soep-core-2016-ju,95,jerf11,1317,Man muss das „richtige“ Geschlecht haben; Männer haben bessere Aufstiegschancen,,You have to have the „right“ sex – men have better chances of succeeding than women,,cat,256+,,jerf11,,,,,,,,
soep-core,soep-core-2016-ju,95,jerf12,1317,Man muss dynamisch sein und Initiative haben,,You have to be dynamic and take the initiative,,cat,256+,,jerf12,,,,,,,,
soep-core,soep-core-2016-ju,96,1,1318,"Wie schätzen Sie sich persönlich ein: 
Sind Sie im allgemeinen ein risikobereiter Mensch oder versuchen Sie, Risiken zu vermeiden?","Bitte kreuzen Sie ein Kästchen auf der folgenden Skala an, wobei der Wert 0 bedeutet: „gar nicht risikobereit“ und der Wert 10: „sehr risikobereit“. 
Mit den Werten dazwischen können Sie Ihre Einschätzung abstufen.",Are you generally a person who is willing to take risks or do you try to avoid taking risks?,"Please tick a box on the scale, where the value 0 means not at all willing to take risks and the value 10 means very willing to take risks",cat,392+,,jrisk,,,,,,,,
soep-core,soep-core-2016-ju,97,1,1319,"Die folgenden Aussagen kennzeichnen verschiedene Einstellungen zum Leben und zur Zukunft. 
Bitte sagen Sie uns, inwieweit Sie jeweils zustimmen.","Antworten Sie bitte wieder anhand der folgenden Skala. 
Der Wert 1 bedeutet: stimme überhaupt nicht zu. 
Der Wert 7 bedeutet: stimme voll zu. 
Mit den Werten zwischen 1 und 7 können Sie Ihre Meinung abstufen.",The following statements reflect different attitudes towards life and the future. To what degree to you personally agree with the following statements?,"Please answer on the following scale from, where 1 means ""I disagree completely"", and 7 meaning ""I agree completely"".",txt,,,,,,"Researcher Notes:
Statement 1 = JZU01
**Statement 2 = JZU02
**Statement 3 = JZU03
**Statement 4 = JZU04
**Statement 5 = JZU05
**Statement 6 = JZU06
**Statement 7 = JZU07
**Statement 8 = JZU08
**Statement 9 = JZU09
**Statement 10 = JZU10
**Statement 11 = JZU11
**Statement 12 = JZU12
**Statement 13 = JZU13
**Statement 14 = JZU14
**Statement 15 = JZU15
",,,,,
soep-core,soep-core-2016-ju,97,jzu01,1319,"Wie mein Leben verläuft, hängt von mir selbst ab",,How my life goes depends on me,,cat,393+,,jzu01,,,,,,,,
