"concept","topic","topic_prefix","label_de","label","label_old","label_de_old"
"kal1c006","T0701020200000000","ojt","Betrbl 1.Ausbild,Lehre Jun 2012","Education, Retraining Jun Prev. Yr.","Education, Retraining Jun Prev. Yr.","Betrbl 1.Ausbild,Lehre Jun 2011"
"kal1c007","T0701020200000000","ojt","Betrbl 1.Ausbild,Lehre Jul 2012","Education, Retraining Jul Prev. Yr.","Education, Retraining Jul Prev. Yr.","Betrbl 1.Ausbild,Lehre Jul 2011"
"kal1c008","T0701020200000000","ojt","Betrbl 1.Ausbild,Lehre Aug 2012","Education, Retraining Aug Prev. Yr.","Education, Retraining Aug Prev. Yr.","Betrbl 1.Ausbild,Lehre Aug 2011"
"kal1c009","T0701020200000000","ojt","Betrbl 1.Ausbild,Lehre Sep 2012","Education, Retraining Sep Prev. Yr.","Education, Retraining Sep Prev. Yr.","Betrbl 1.Ausbild,Lehre Sep 2011"
"kal1c01","T0701020200000000","ojt","Betrbl 1.Ausbild,Lehre im Jahr  2012","Education, Retraining In Prev. Yr","Education, Retraining In Prev. Yr","Betrbl 1.Ausbild,Lehre im Jahr  2011"
"kal1c010","T0701020200000000","ojt","Betrbl 1.Ausbild,Lehre Okt 2012","Education, Retraining Oct Prev. Yr.","Education, Retraining Oct Prev. Yr.","Betrbl 1.Ausbild,Lehre Okt 2011"
"kal1c011","T0701020200000000","ojt","Betrbl 1.Ausbild,Lehre Nov 2012","Education, Retraining Nov Prev. Yr.","Education, Retraining Nov Prev. Yr.","Betrbl 1.Ausbild,Lehre Nov 2011"
"kal1c012","T0701020200000000","ojt","Betrbl 1.Ausbild,Lehre Dez 2012","Education, Retraining Dec Prev. Yr.","Education, Retraining Dec Prev. Yr.","Betrbl 1.Ausbild,Lehre Dez 2011"
"kal1c02","T0701020200000000","ojt","Betrbl 1.Ausbild,Lehre N-Monate 2012","Education, Retraining No. Months Prev. Yr","Education, Retraining No. Months Prev. Yr","Betrbl 1.Ausbild,Lehre N-Monate 2011"
"kal1d","T0202020500000000","rue","Arbeitslos gemeldet    Jan-Dez 2012","Registered Unemployed Jan-Dec Prev. Yr.","Registered Unemployed Jan-Dec Prev. Yr.","Arbeitslos gemeldet    Jan-Dez 2011"
"kal1d001","T0202020500000000","rue","Arbeitslos gemeldet    Jan 2012","Registered Unemployed Jan Prev. Yr.","Registered Unemployed Jan Prev. Yr.","Arbeitslos gemeldet    Jan 2011"
"kal1d002","T0202020500000000","rue","Arbeitslos gemeldet    Feb 2012","Registered Unemployed Feb Prev. Yr.","Registered Unemployed Feb Prev. Yr.","Arbeitslos gemeldet    Feb 2011"
"kal1d003","T0202020500000000","rue","Arbeitslos gemeldet    Mar 2012","Registered Unemployed Mar Prev. Yr.","Registered Unemployed Mar Prev. Yr.","Arbeitslos gemeldet    Mar 2011"
"kal1d004","T0202020500000000","rue","Arbeitslos gemeldet    Apr 2012","Registered Unemployed Apr Prev. Yr.","Registered Unemployed Apr Prev. Yr.","Arbeitslos gemeldet    Apr 2011"
"kal1d005","T0202020500000000","rue","Arbeitslos gemeldet    Mai 2012","Registered Unemployed May Prev. Yr.","Registered Unemployed May Prev. Yr.","Arbeitslos gemeldet    Mai 2011"
"kal1d006","T0202020500000000","rue","Arbeitslos gemeldet    Jun 2012","Registered Unemployed Jun Prev. Yr.","Registered Unemployed Jun Prev. Yr.","Arbeitslos gemeldet    Jun 2011"
"kal1d007","T0202020500000000","rue","Arbeitslos gemeldet    Jul 2012","Registered Unemployed Jul Prev. Yr.","Registered Unemployed Jul Prev. Yr.","Arbeitslos gemeldet    Jul 2011"
"kal1d008","T0202020500000000","rue","Arbeitslos gemeldet    Aug 2012","Registered Unemployed Aug Prev. Yr.","Registered Unemployed Aug Prev. Yr.","Arbeitslos gemeldet    Aug 2011"
"kal1d009","T0202020500000000","rue","Arbeitslos gemeldet    Sep 2012","Registered Unemployed Sep Prev. Yr.","Registered Unemployed Sep Prev. Yr.","Arbeitslos gemeldet    Sep 2011"
"kal1d01","T0202020500000000","rue","Arbeitslos gemeldet    im Jahr  2012","Registered Unemployed In Prev. Yr","Registered Unemployed In Prev. Yr","Arbeitslos gemeldet    im Jahr  2011"
"kal1d010","T0202020500000000","rue","Arbeitslos gemeldet    Okt 2012","Registered Unemployed Oct Prev. Yr.","Registered Unemployed Oct Prev. Yr.","Arbeitslos gemeldet    Okt 2011"
"kal1d011","T0202020500000000","rue","Arbeitslos gemeldet    Nov 2012","Registered Unemployed Nov Prev. Yr.","Registered Unemployed Nov Prev. Yr.","Arbeitslos gemeldet    Nov 2011"
"kal1d012","T0202020500000000","rue","Arbeitslos gemeldet    Dez 2012","Registered Unemployed Dec Prev. Yr.","Registered Unemployed Dec Prev. Yr.","Arbeitslos gemeldet    Dez 2011"
"kal1d02","T0202020500000000","rue","Arbeitslos gemeldet    N-Monate 2012","Registered Unemployed No. Months Prev. Yr","Registered Unemployed No. Months Prev. Yr","Arbeitslos gemeldet    N-Monate 2011"
"kal1e","T0202020600000000","rep","Rente, Pension         Jan-Dez 2012","Retired Jan-Dec Previous Yr.","Retired Jan-Dec Previous Yr.","Rente, Pension         Jan-Dez 2011"
"kal1e001","T0202020600000000","rep","Rente, Pension        Jan 2012","Retired Jan Previous Yr.","Retired Jan Previous Yr.","Rente, Pension        Jan 2011"
"kal1e002","T0202020600000000","rep","Rente, Pension        Feb 2012","Retired Feb Previous Yr.","Retired Feb Previous Yr.","Rente, Pension        Feb 2011"
"kal1e003","T0202020600000000","rep","Rente, Pension        Mar 2012","Retired Mar Previous Yr.","Retired Mar Previous Yr.","Rente, Pension        Mar 2011"
"kal1e004","T0202020600000000","rep","Rente, Pension        Apr 2012","Retired Apr Previous Yr.","Retired Apr Previous Yr.","Rente, Pension        Apr 2011"
"kal1e005","T0202020600000000","rep","Rente, Pension        Mai 2012","Retired May Previous Yr.","Retired May Previous Yr.","Rente, Pension        Mai 2011"
"kal1e006","T0202020600000000","rep","Rente, Pension        Jun 2012","Retired Jun Previous Yr.","Retired Jun Previous Yr.","Rente, Pension        Jun 2011"
"kal1e007","T0202020600000000","rep","Rente, Pension        Jul 2012","Retired Jul Previous Yr.","Retired Jul Previous Yr.","Rente, Pension        Jul 2011"
"kal1e008","T0202020600000000","rep","Rente, Pension        Aug 2012","Retired Aug Previous Yr.","Retired Aug Previous Yr.","Rente, Pension        Aug 2011"
"kal1e009","T0202020600000000","rep","Rente, Pension        Sep 2012","Retired Sep Previous Yr.","Retired Sep Previous Yr.","Rente, Pension        Sep 2011"
"kal1e01","T0202020600000000","rep","Rente, Pension         im Jahr  2012","Retired In Prev. Yr","Retired In Prev. Yr","Rente, Pension         im Jahr  2011"
"kal1e010","T0202020600000000","rep","Rente, Pension        Okt 2012","Retired Oct Previous Yr.","Retired Oct Previous Yr.","Rente, Pension        Okt 2011"
"kal1e011","T0202020600000000","rep","Rente, Pension        Nov 2012","Retired Nov Previous Yr.","Retired Nov Previous Yr.","Rente, Pension        Nov 2011"
"kal1e012","T0202020600000000","rep","Rente, Pension        Dez 2012","Retired Dec Previous Yr.","Retired Dec Previous Yr.","Rente, Pension        Dez 2011"
"kal1e02","T0202020600000000","rep","Rente, Pension         N-Monate 2012","Retired No. Months Prev. Yr","Retired No. Months Prev. Yr","Rente, Pension         N-Monate 2011"
"kal1f","T0202020700000000","onl","In Mutterschaft        Jan-Dez 2012","Maternity Benefit Jan-Dec Previous Yr.","Maternity Benefit Jan-Dec Previous Yr.","In Mutterschaft        Jan-Dez 2011"
"kal1f001","T0202020700000000","onl","In Mutterschaft        Jan 2012","Maternity Benefit Jan Previous Yr.","Maternity Benefit Jan Previous Yr.","In Mutterschaft        Jan 2011"
"kal1f002","T0202020700000000","onl","In Mutterschaft        Feb 2012","Maternity Benefit Feb Previous Yr.","Maternity Benefit Feb Previous Yr.","In Mutterschaft        Feb 2011"
"kal1f003","T0202020700000000","onl","In Mutterschaft        Mar 2012","Maternity Benefit Mar Previous Yr.","Maternity Benefit Mar Previous Yr.","In Mutterschaft        Mar 2011"
"kal1f004","T0202020700000000","onl","In Mutterschaft        Apr 2012","Maternity Benefit Apr Previous Yr.","Maternity Benefit Apr Previous Yr.","In Mutterschaft        Apr 2011"
"kal1f005","T0202020700000000","onl","In Mutterschaft        Mai 2012","Maternity Benefit May Previous Yr.","Maternity Benefit May Previous Yr.","In Mutterschaft        Mai 2011"
"kal1f006","T0202020700000000","onl","In Mutterschaft        Jun 2012","Maternity Benefit Jun Previous Yr.","Maternity Benefit Jun Previous Yr.","In Mutterschaft        Jun 2011"
"kal1f007","T0202020700000000","onl","In Mutterschaft        Jul 2012","Maternity Benefit Jul Previous Yr.","Maternity Benefit Jul Previous Yr.","In Mutterschaft        Jul 2011"
"kal1f008","T0202020700000000","onl","In Mutterschaft        Aug 2012","Maternity Benefit Aug Previous Yr.","Maternity Benefit Aug Previous Yr.","In Mutterschaft        Aug 2011"
"kal1f009","T0202020700000000","onl","In Mutterschaft        Sep 2012","Maternity Benefit Sep Previous Yr.","Maternity Benefit Sep Previous Yr.","In Mutterschaft        Sep 2011"
"kal1f01","T0202020700000000","onl","In Mutterschaft        im Jahr  2012","Maternity Benefit In Prev. Yr","Maternity Benefit In Prev. Yr","In Mutterschaft        im Jahr  2011"
"kal1f010","T0202020700000000","onl","In Mutterschaft        Okt 2012","Maternity Benefit Oct Previous Yr.","Maternity Benefit Oct Previous Yr.","In Mutterschaft        Okt 2011"
"kal1f011","T0202020700000000","onl","In Mutterschaft        Nov 2012","Maternity Benefit Nov Previous Yr.","Maternity Benefit Nov Previous Yr.","In Mutterschaft        Nov 2011"
"kal1f012","T0202020700000000","onl","In Mutterschaft        Dez 2012","Maternity Benefit Dec Previous Yr.","Maternity Benefit Dec Previous Yr.","In Mutterschaft        Dez 2011"
"kal1f02","T0202020700000000","onl","In Mutterschaft        N-Monate 2012","Maternity Benefit No. Months Prev. Yr","Maternity Benefit No. Months Prev. Yr","In Mutterschaft        N-Monate 2011"
"kal1g","T0701020100000000","scu","Schule, Hochschule     Jan-Dez 2012","In School,College Jan-Dec Previous Yr.","In School,College Jan-Dec Previous Yr.","Schule, Hochschule     Jan-Dez 2011"
"kal1g001","T0701020100000000","scu","Schule, Hochschule     Jan 2012","In School, College Jan Previous Yr.","In School, College Jan Previous Yr.","Schule, Hochschule     Jan 2011"
"kal1g002","T0701020100000000","scu","Schule, Hochschule     Feb 2012","In School, College Feb Previous Yr.","In School, College Feb Previous Yr.","Schule, Hochschule     Feb 2011"
"kal1g003","T0701020100000000","scu","Schule, Hochschule     Mar 2012","In School, College Mar Previous Yr.","In School, College Mar Previous Yr.","Schule, Hochschule     Mar 2011"
"kal1g004","T0701020100000000","scu","Schule, Hochschule     Apr 2012","In School, College Apr Previous Yr.","In School, College Apr Previous Yr.","Schule, Hochschule     Apr 2011"
"kal1g005","T0701020100000000","scu","Schule, Hochschule     Mai 2012","In School, College May Previous Yr.","In School, College May Previous Yr.","Schule, Hochschule     Mai 2011"
"kal1g006","T0701020100000000","scu","Schule, Hochschule     Jun 2012","In School, College Jun Previous Yr.","In School, College Jun Previous Yr.","Schule, Hochschule     Jun 2011"
"kal1g007","T0701020100000000","scu","Schule, Hochschule     Jul 2012","In School, College Jul Previous Yr.","In School, College Jul Previous Yr.","Schule, Hochschule     Jul 2011"
"kal1g008","T0701020100000000","scu","Schule, Hochschule     Aug 2012","In School, College Aug Previous Yr.","In School, College Aug Previous Yr.","Schule, Hochschule     Aug 2011"
"kal1g009","T0701020100000000","scu","Schule, Hochschule     Sep 2012","In School, College Sep Previous Yr.","In School, College Sep Previous Yr.","Schule, Hochschule     Sep 2011"
"kal1g01","T0701020100000000","scu","Schule, Hochschule     im Jahr  2012","In School, College In Prev. Yr","In School, College In Prev. Yr","Schule, Hochschule     im Jahr  2011"
"kal1g010","T0701020100000000","scu","Schule, Hochschule     Okt 2012","In School, College Oct Previous Yr.","In School, College Oct Previous Yr.","Schule, Hochschule     Okt 2011"
"kal1g011","T0701020100000000","scu","Schule, Hochschule     Nov 2012","In School, College Nov Previous Yr.","In School, College Nov Previous Yr.","Schule, Hochschule     Nov 2011"
"kal1g012","T0701020200000000","ojt","Schule, Hochschule     Dez 2012","In School, College Dec Previous Yr.","In School, College Dec Previous Yr.","Schule, Hochschule     Dez 2011"
"kal1g02","T0701020100000000","scu","Schule, Hochschule     N-Monate 2012","In School, College No. Months Prev. Yr","In School, College No. Months Prev. Yr","Schule, Hochschule     N-Monate 2011"
"kal1h","T0202020800000000","mcv","Wehrdienst,frw.Dienst  Jan-Dez 2012","Military, Civ. Service Jan-Dec Prev. Yr.","Military, Civ. Service Jan-Dec Prev. Yr.","Wehr-, Zivildienst     Jan-Dez 2011"
"kal1h001","T0202020800000000","mcv","Wehrdienst,frw.Dienst  Jan 2012","Military, Com. Service Jan Prev. Yr.","Military, Com. Service Jan Prev. Yr.","Wehr-, Zivildienst     Jan 2011"
"kal1h002","T0202020800000000","mcv","Wehrdienst,frw.Dienst  Feb 2012","Military, Com. Service Feb Prev. Yr.","Military, Com. Service Feb Prev. Yr.","Wehr-, Zivildienst     Feb 2011"
"kal1h003","T0202020800000000","mcv","Wehrdienst,frw.Dienst  Mar 2012","Military, Com. Service Mar Prev. Yr.","Military, Com. Service Mar Prev. Yr.","Wehr-, Zivildienst     Mar 2011"
"kal1h004","T0202020800000000","mcv","Wehrdienst,frw.Dienst  Apr 2012","Military, Com. Service Apr Prev. Yr.","Military, Com. Service Apr Prev. Yr.","Wehr-, Zivildienst     Apr 2011"
"kal1h005","T0202020800000000","mcv","Wehrdienst,frw.Dienst  Mai 2012","Military, Com. Service May Prev. Yr.","Military, Com. Service May Prev. Yr.","Wehr-, Zivildienst     Mai 2011"
"kal1h006","T0202020800000000","mcv","Wehrdienst,frw.Dienst  Jun 2012","Military, Com. Service Jun Prev. Yr.","Military, Com. Service Jun Prev. Yr.","Wehr-, Zivildienst     Jun 2011"
"kal1h007","T0202020800000000","mcv","Wehrdienst,frw.Dienst  Jul 2012","Military, Com. Service Jul Prev. Yr.","Military, Com. Service Jul Prev. Yr.","Wehr-, Zivildienst     Jul 2011"
"kal1h008","T0202020800000000","mcv","Wehrdienst,frw.Dienst  Aug 2012","Military, Com. Service Aug Prev. Yr.","Military, Com. Service Aug Prev. Yr.","Wehr-, Zivildienst     Aug 2011"
"kal1h009","T0202020800000000","mcv","Wehrdienst,frw.Dienst  Sep 2012","Military, Com. Service Sep Prev. Yr.","Military, Com. Service Sep Prev. Yr.","Wehr-, Zivildienst     Sep 2011"
"kal1h01","T0202020800000000","mcv","Wehrdienst,frw.Dienst  im Jahr  2012","Military, Comm. Service In Prev. Yr","Military, Comm. Service In Prev. Yr","Wehr-, Zivildienst     im Jahr  2011"
"kal1h010","T0202020800000000","mcv","Wehrdienst,frw.Dienst  Okt 2012","Military, Com. Service Oct Prev. Yr.","Military, Com. Service Oct Prev. Yr.","Wehr-, Zivildienst     Okt 2011"
"kal1h011","T0202020800000000","mcv","Wehrdienst,frw.Dienst  Nov 2012","Military, Com. Service Nov Prev. Yr.","Military, Com. Service Nov Prev. Yr.","Wehr-, Zivildienst     Nov 2011"
"kal1h012","T0202020800000000","mcv","Wehrdienst,frw.Dienst  Dez 2012","Military, Com. Service Dec Prev. Yr.","Military, Com. Service Dec Prev. Yr.","Wehr-, Zivildienst     Dez 2011"
"kal1h02","T0202020800000000","mcv","Wehrdienst,frw.Dienst  N-Monate 2012","Military, Comm. Service No. Months Prev. Yr","Military, Comm. Service No. Months Prev. Yr","Wehr-, Zivildienst     N-Monate 2011"
"kal1i","T0202020900000000","hom","Im Haushalt taetig     Jan-Dez 2012","Full-Time Housework Jan-Dec Previous Yr.","Full-Time Housework Jan-Dec Previous Yr.","Im Haushalt taetig     Jan-Dez 2011"
"kal1i001","T0202020900000000","hom","Im Haushalt taetig     Jan 2012","Full-Time Housework Jan Previous Yr.","Full-Time Housework Jan Previous Yr.","Im Haushalt taetig     Jan 2011"
"kal1i002","T0202020900000000","hom","Im Haushalt taetig     Feb 2012","Full-Time Housework Feb Previous Yr.","Full-Time Housework Feb Previous Yr.","Im Haushalt taetig     Feb 2011"
"kal1i003","T0202020900000000","hom","Im Haushalt taetig     Mar 2012","Full-Time Housework Mar Previous Yr.","Full-Time Housework Mar Previous Yr.","Im Haushalt taetig     Mar 2011"
"kal1i004","T0202020900000000","hom","Im Haushalt taetig     Apr 2012","Full-Time Housework Apr Previous Yr.","Full-Time Housework Apr Previous Yr.","Im Haushalt taetig     Apr 2011"
"kal1i005","T0202020900000000","hom","Im Haushalt taetig     Mai 2012","Full-Time Housework May Previous Yr.","Full-Time Housework May Previous Yr.","Im Haushalt taetig     Mai 2011"
"kal1i006","T0202020900000000","hom","Im Haushalt taetig     Jun 2012","Full-Time Housework Jun Previous Yr.","Full-Time Housework Jun Previous Yr.","Im Haushalt taetig     Jun 2011"
"kal1i007","T0202020900000000","hom","Im Haushalt taetig     Jul 2012","Full-Time Housework Jul Previous Yr.","Full-Time Housework Jul Previous Yr.","Im Haushalt taetig     Jul 2011"
"kal1i008","T0202020900000000","hom","Im Haushalt taetig     Aug 2012","Full-Time Housework Aug Previous Yr.","Full-Time Housework Aug Previous Yr.","Im Haushalt taetig     Aug 2011"
"kal1i009","T0202020900000000","hom","Im Haushalt taetig     Sep 2012","Full-Time Housework Sep Previous Yr.","Full-Time Housework Sep Previous Yr.","Im Haushalt taetig     Sep 2011"
"kal1i01","T0202020900000000","hom","Im Haushalt taetig     im Jahr  2012","Full-Time Housework In Prev. Yr","Full-Time Housework In Prev. Yr","Im Haushalt taetig     im Jahr  2011"
"kal1i010","T0202020900000000","hom","Im Haushalt taetig     Okt 2012","Full-Time Housework Oct Previous Yr.","Full-Time Housework Oct Previous Yr.","Im Haushalt taetig     Okt 2011"
"kal1i011","T0202020900000000","hom","Im Haushalt taetig     Nov 2012","Full-Time Housework Nov Previous Yr.","Full-Time Housework Nov Previous Yr.","Im Haushalt taetig     Nov 2011"
"kal1i012","T0202020900000000","hom","Im Haushalt taetig     Dez 2012","Full-Time Housework Dec Previous Yr.","Full-Time Housework Dec Previous Yr.","Im Haushalt taetig     Dez 2011"
"kal1i02","T0202020900000000","hom","Im Haushalt taetig     N-Monate 2012","Full-Time Housework No. Months Prev. Yr","Full-Time Housework No. Months Prev. Yr","Im Haushalt taetig     N-Monate 2011"
"kal1j","T0202021200000000","oth","Sonstiges              Jan-Dez 2012","Other Jan-Dec Previous Yr.","Other Jan-Dec Previous Yr.","Sonstiges              Jan-Dez 2011"
"kal1j001","T0202021200000000","oth","Sonstiges          Jan 2012","Other Jan Previous Yr.","Other Jan Previous Yr.","Sonstiges          Jan 2011"
"kal1j002","T0202021200000000","oth","Sonstiges          Feb 2012","Other Feb Previous Yr.","Other Feb Previous Yr.","Sonstiges          Feb 2011"
"kal1j003","T0202021200000000","oth","Sonstiges          Mar 2012","Other Mar Previous Yr.","Other Mar Previous Yr.","Sonstiges          Mar 2011"
"kal1j004","T0202021200000000","oth","Sonstiges          Apr 2012","Other Apr Previous Yr.","Other Apr Previous Yr.","Sonstiges          Apr 2011"
"kal1j005","T0202021200000000","oth","Sonstiges          Mai 2012","Other May Previous Yr.","Other May Previous Yr.","Sonstiges          Mai 2011"
"kal1j006","T0202021200000000","oth","Sonstiges          Jun 2012","Other Jun Previous Yr.","Other Jun Previous Yr.","Sonstiges          Jun 2011"
"kal1j007","T0202021200000000","oth","Sonstiges          Jul 2012","Other Jul Previous Yr.","Other Jul Previous Yr.","Sonstiges          Jul 2011"
"kal1j008","T0202021200000000","oth","Sonstiges          Aug 2012","Other Aug Previous Yr.","Other Aug Previous Yr.","Sonstiges          Aug 2011"
"kal1j009","T0202021200000000","oth","Sonstiges          Sep 2012","Other Sep Previous Yr.","Other Sep Previous Yr.","Sonstiges          Sep 2011"
"kal1j01","T0202021200000000","oth","Sonstiges              im Jahr  2012","Other In Prev. Yr","Other In Prev. Yr","Sonstiges              im Jahr  2011"
"kal1j010","T0202021200000000","oth","Sonstiges          Okt 2012","Other Oct Previous Yr.","Other Oct Previous Yr.","Sonstiges          Okt 2011"
"kal1j011","T0202021200000000","oth","Sonstiges          Nov 2012","Other Nov Previous Yr.","Other Nov Previous Yr.","Sonstiges          Nov 2011"
"kal1j012","T0202021200000000","oth","Sonstiges          Dez 2012","Other Dec Previous Yr.","Other Dec Previous Yr.","Sonstiges          Dez 2011"
"kal1j02","T0202021200000000","oth","Sonstiges              N-Monate 2012","Other No. Months Prev. Yr","Other No. Months Prev. Yr","Sonstiges              N-Monate 2011"
"kal1k001","T0202020300000000","stw","In Kurzarbeit          Jan 2012","short time work Jan previous yr.","short time work Jan previous yr.","In Kurzarbeit          Jan 2011"
"kal1k002","T0202020300000000","stw","In Kurzarbeit          Feb 2012","short time work Feb previous yr.","short time work Feb previous yr.","In Kurzarbeit          Feb 2011"
"kal1k003","T0202020300000000","stw","In Kurzarbeit          Mar 2012","short time work Mar previous yr","short time work Mar previous yr","In Kurzarbeit          Mar 2011"
"kal1k004","T0202020300000000","stw","In Kurzarbeit          Apr 2012","short time work Apr previous yr","short time work Apr previous yr","In Kurzarbeit          Apr 2011"
"kal1k005","T0202020300000000","stw","In Kurzarbeit          Mai 2012","short time work May previous yr","short time work May previous yr","In Kurzarbeit          Mai 2011"
"kal1k006","T0202020300000000","stw","In Kurzarbeit          Jun 2012","short time work Jun previous yr","short time work Jun previous yr","In Kurzarbeit          Jun 2011"
"kal1k007","T0202020300000000","stw","In Kurzarbeit          Jul 2012","short time work Jul previous yr","short time work Jul previous yr","In Kurzarbeit          Jul 2011"
"kal1k008","T0202020300000000","stw","In Kurzarbeit          Aug 2012","short time work Aug previous yr","short time work Aug previous yr","In Kurzarbeit          Aug 2011"
"kal1k009","T0202020300000000","stw","In Kurzarbeit          Sep 2012","short time work Sep previous yr","short time work Sep previous yr","In Kurzarbeit          Sep 2011"
"kal1k01","T0202020300000000","stw","In Kurzarbeit          im Jahr  2012","short time work prev. Yr.","short time work prev. Yr.","In Kurzarbeit          im Jahr  2011"
"kal1k010","T0202020300000000","stw","In Kurzarbeit          Okt 2012","short time work Oct previous yr","short time work Oct previous yr","In Kurzarbeit          Okt 2011"
"kal1k011","T0202020300000000","stw","In Kurzarbeit          Nov 2012","short time work Nov previous yr","short time work Nov previous yr","In Kurzarbeit          Nov 2011"
"kal1k012","T0202020300000000","stw","In Kurzarbeit          Dez 2012","short time work Dec previous yr","short time work Dec previous yr","In Kurzarbeit          Dez 2011"
"kal1k02","T0202020300000000","stw","In Kurzarbeit          N-Monate 2012","short time work no. Months prev. Yr.","short time work no. Months prev. Yr.","In Kurzarbeit          N-Monate 2011"
"kal1m","T0202021000000000","oft","Berufl Fortbildg,Umsch   Jan-Dez 2012","On-the Job Training, Retraining Prev Year","On-the Job Training, Retraining Prev Year","Berufl Fortbildg,Umsch   Jan-Dez 2011"
"kal1m001","T0202021000000000","oft","Berufl Fortbildg,Umsch Jan 2012","On-the-Job Training, Retraining Jan Previous Yr.","On-the-Job Training, Retraining Jan Previous Yr.","Berufl Fortbildg,Umsch Jan 2011"
"kal1m002","T0202021000000000","oft","Berufl Fortbildg,Umsch Feb 2012","On-the-Job Training, Retraining Feb Previous Yr.","On-the-Job Training, Retraining Feb Previous Yr.","Berufl Fortbildg,Umsch Feb 2011"
"kal1m003","T0202021000000000","oft","Berufl Fortbildg,Umsch Mar 2012","On-the-Job Training, Retraining Mar Previous Yr.","On-the-Job Training, Retraining Mar Previous Yr.","Berufl Fortbildg,Umsch Mar 2011"
"kal1m004","T0202021000000000","oft","Berufl Fortbildg,Umsch Apr 2012","On-the-Job Training, Retraining Apr Previous Yr.","On-the-Job Training, Retraining Apr Previous Yr.","Berufl Fortbildg,Umsch Apr 2011"
"kal1m005","T0202021000000000","oft","Berufl Fortbildg,Umsch Mai 2012","On-the-Job Training, Retraining May Previous Yr.","On-the-Job Training, Retraining May Previous Yr.","Berufl Fortbildg,Umsch Mai 2011"
"kal1m006","T0202021000000000","oft","Berufl Fortbildg,Umsch Jun 2012","On-the-Job Training, Retraining Jun Previous Yr.","On-the-Job Training, Retraining Jun Previous Yr.","Berufl Fortbildg,Umsch Jun 2011"
"kal1m007","T0202021000000000","oft","Berufl Fortbildg,Umsch Jul 2012","On-the-Job Training, Retraining Jul Previous Yr.","On-the-Job Training, Retraining Jul Previous Yr.","Berufl Fortbildg,Umsch Jul 2011"
"kal1m008","T0202021000000000","oft","Berufl Fortbildg,Umsch Aug 2012","On-the-Job Training, Retraining Aug Previous Yr.","On-the-Job Training, Retraining Aug Previous Yr.","Berufl Fortbildg,Umsch Aug 2011"
"kal1m009","T0202021000000000","oft","Berufl Fortbildg,Umsch Sep 2012","On-the-Job Training, Retraining Sep Previous Yr.","On-the-Job Training, Retraining Sep Previous Yr.","Berufl Fortbildg,Umsch Sep 2011"
"kal1m01","T0202021000000000","oft","Berufl Fortbildg,Umsch im Jahr  2012","Job Education, Retraining 2011","Job Education, Retraining 2011","Berufl Fortbildg,Umsch im Jahr  2011"
"kal1m010","T0202021000000000","oft","Berufl Fortbildg,Umsch Okt 2012","On-the-Job Training, Retraining Oct Previous Yr.","On-the-Job Training, Retraining Oct Previous Yr.","Berufl Fortbildg,Umsch Okt 2011"
"kal1m011","T0202021000000000","oft","Berufl Fortbildg,Umsch Nov 2012","On-the-Job Training, Retraining Nov Previous Yr.","On-the-Job Training, Retraining Nov Previous Yr.","Berufl Fortbildg,Umsch Nov 2011"
"kal1m012","T0202021000000000","oft","Berufl Fortbildg,Umsch Dez 2012","On-the-Job Training, Retraining Dec Previous Yr.","On-the-Job Training, Retraining Dec Previous Yr.","Berufl Fortbildg,Umsch Dez 2011"
"kal1m02","T0202021000000000","oft","Berufl Fortbildg,Umsch N-Monate 2012","Job Education, Retraining No. Months 2011","Job Education, Retraining No. Months 2011","Berufl Fortbildg,Umsch N-Monate 2011"
"kal1n","T0202021100000000","min","Mini-Job (bis 400 EUR)   Jan-Dez 2012","Mini-Job (up to 400 EUR) Jan-Dec Previous Yr.","Mini-Job (up to 400 EUR) Jan-Dec Previous Yr.","Mini-Job (bis 400 EUR)   Jan-Dez 2011"
"kal1n001","T0202021100000000","min","Mini-Job (bis 400 EUR) Jan 2012","Mini-Job (up to 400 EUR) Jan Previous Yr.","Mini-Job (up to 400 EUR) Jan Previous Yr.","Mini-Job (bis 400 EUR) Jan 2011"
"kal1n002","T0202021100000000","min","Mini-Job (bis 400 EUR) Feb 2012","Mini-Job (up to 400 EUR) Feb Previous Yr.","Mini-Job (up to 400 EUR) Feb Previous Yr.","Mini-Job (bis 400 EUR) Feb 2011"
"kal1n003","T0202021100000000","min","Mini-Job (bis 400 EUR) Mar 2012","Mini-Job (up to 400 EUR) Mar Previous Yr.","Mini-Job (up to 400 EUR) Mar Previous Yr.","Mini-Job (bis 400 EUR) Mar 2011"
"kal1n004","T0202021100000000","min","Mini-Job (bis 400 EUR) Apr 2012","Mini-Job (up to 400 EUR) Apr Previous Yr.","Mini-Job (up to 400 EUR) Apr Previous Yr.","Mini-Job (bis 400 EUR) Apr 2011"
"kal1n005","T0202021100000000","min","Mini-Job (bis 400 EUR) Mai 2012","Mini-Job (up to 400 EUR) May Previous Yr.","Mini-Job (up to 400 EUR) May Previous Yr.","Mini-Job (bis 400 EUR) Mai 2011"
"kal1n006","T0202021100000000","min","Mini-Job (bis 400 EUR) Jun 2012","Mini-Job (up to 400 EUR) Jun Previous Yr.","Mini-Job (up to 400 EUR) Jun Previous Yr.","Mini-Job (bis 400 EUR) Jun 2011"
