"concept","label","topic"
"jkh09","Anz. Jahre leben b. Pflegeeltern",""
"psa8","Hobbies, Freizeit Std., Samstag",""
"hakt20","Unter 6. KiTa, fruehki.Fremdsprache","T0704010000000000"
"e6ges1","Krankenhausaufenthalt letzte 12 Monate","T0501100000000000"
"pego10","Ich bin jemand, der leicht nervoes wird","T0803000000000000"
"pego11","Ich bin jemand, der Aufgaben wirksam erledigt","T0803000000000000"
"e6tg3","Hoehe des Taschengeldes monatl.","T0405000000000000"
"jzu08","Wichtiger als Anstrengung sind gegebene Faehigkt.",""
"jv09","Vater: Art Angestellter",""
"l1sst4","Mithelfende Familienangehoerige","T0203030100000000"
"jv11","Vater: Art Selbstaendiger",""
"parb13","Zutreffend: Anerkennung vom Vorgesetzten",""
"lsab1","Jahr letzter Schulbesuch",""
"lv03bnr","Code Geburtsland Vater","T1001010000000000"
"pber6b","Priorität Berufswahl: Interessante Taetigkeit","T0203000000000000"
"jzu03","Was man erreicht ist Frage von Glueck, Schicksal",""
"jzu04","Andere bestimmen haeufig ueber mein Leben",""
"jzu05","Erfolg muss hart erarbeitet werden",""
"pnr","Lfde Personen-Nr. des Elternteils","T0406040100000000"
"jzu10","Einfluss auf soziale Verhaeltn. Durch soz., pol. Engagement",""
"jzu11","Heute Verzichten, morgen sich Leisten",""
"hkmo","Geburtsmonat","T0101000000000000"
"lkmo6","Geburtsmonat Kind 6","T0101000000000000"
"parb09","Zutreffend: Arbeit ist mehr geworden",""
"pber2a","Priorität Berufswahl: Aufstiegsmöglichkeiten","T0203000000000000"
"hnac3","Nachhilfe ohne Kosten","T0610020100000000"
"hei101","Nie Kinderbetreuungseinrichtung besucht","T0610020100000000"
"lhei5","Verheiratet bei Geburt Kind 5","T0406040200000000"
"hakt23","Unter 6. aush. KiTa, fruehki.Musikerziehung","T0704010000000000"
"hakt24","Unter 6. aush. KiTa, fruehki.Fremdsprache","T0704010000000000"
"priestb","Riester-Rente Kinderzulage","T0303050000000000"
"pgest1a","Schwierigkeit fuer geeignete Stelle: Gehalt zu niedrig","T0207010000000000"
"hnac2","Kosten fuer Nachhilfe im letzten halben Jahr","T0610020100000000"
"pber1a","Priorität Berufswahl: Einkommen","T0203000000000000"
"parb13a","Belastung: Anerkennung vom Vorgesetzten",""
"lleib8","Leibliches Kind 8","T0103000000000000"
"fid_","Unveraenderliche Personennummer (Vater)","T1101000000000000"
"hein7","Mittagessen in der Schule","T0503030000000000"
"lj11","Zeitpunkt 65 Jahre alt","T0201040000000000"
"lki06b","Finanziell weniger leisten","T0406000000000000"
"fid_","Short-Time working Jan-Dec 2011","T0202020300000000"
"lfam01","Familienbild Kind <6 Jahren leidet, wenn seine Mutter arbeitet","T0800000000000000"
"psa4","Kinderbetreuung Std., Samstag",""
"psa5","Versorgung Pflegebeduerftiger, Samstag",""
"psa6","Aus- u. Weiterb., Lernen Std., Samstag",""
"ppend1b","Ende der Beziehung Jahr Ex 1","T0402020400000000"
"prmo","Riester-Rente Einzahlungen 2010 Monate","T0303050000000000"
"lkibb","Wie viele weitere Kinder","T0406000000000000"
"lkmo3","Geburtsmonat Kind 3","T0101000000000000"
"lfam11b","Mann/Frau in gleichem Maß Haushalt und Familie","T0406000000000000"
"pfam25a","Angebot Flexible Gestaltung des Arbeitsortes","T0204030000000000"
"paz14g","Arbeitszeit nicht erhöhen: fehlende Kinderbetreuung","T0204030000000000"
"lkgeb7","Geburtsjahr Kind 7","T0101000000000000"
"lkgeb8","Geburtsjahr Kind 8","T0101000000000000"
"pnr","Lfd. Personennummer","T1101000000000000"
"pego08","Ich bin jemand, der gesellig ist","T0803000000000000"
"lgeb","Geburtsmonat","T0101000000000000"
"e6tg2","Hoehe des Taschengeldes woechentl.","T0405000000000000"
"pzuf21","Zufriedenheit Verhältnis zu Nachbarn","T0803010000000000"
"pgest7a","Schwierigkeit fuer geeignete Stelle: Sonstige Gruende","T0207010000000000"
"e6","Bearbeitungsergebnis Elternfragebogen 6 (9-10 Jahre)","T1105000000000000"
"paz14f","Arbeitszeit nicht erhöhen: Vertragssituation","T0204030000000000"
"pber5a","Priorität Berufswahl: Vereinbarkeit mit Familie","T0203000000000000"
"pber2b","Priorität Berufswahl: Aufstiegsmöglichkeiten","T0203000000000000"
"e6tg1","Kind erhaelt Taschengeld","T0405000000000000"
"paz14e","Arbeitszeit nicht erhöhen: Arbeitsaufkommen","T0204030000000000"
"pber1b","Priorität Berufswahl: Einkommen","T0203000000000000"
"pwortb","Wer trifft Entscheidungen","T0301000000000000"
"pgest2b","Schwierigkeit fuer geeignete Stelle: Arbeitszeiten nicht passend","T0207010000000000"
"parb14","Zutreffend: Anerkennung angemessen",""
"pzdr","Zeitdruck","T0501060000000000"
"fid_actcare1","Seeking ch. care: Waitinglist","T0610020100000000"
"e2bet01","Aktiv bei zukuenftiger Kinderbetr. Kindertagesstaette,-garten","T0610020100000000"
"e2bet01","Aktiv bei zukuenftiger Kinderbetr. Kindertagesstaette,-garten","T0610020100000000"
"e2bet01","Aktiv bei zukuenftiger Kinderbetr. Kindertagesstaette,-garten","T0610020100000000"
"e1bet01","Aktiv bei zukuenftiger Kinderbetr. Kindertagesstaette,-garten","T0610020100000000"
"e3bet01","Aktiv bei zukuenftiger Kinderbetr. Kindertagesstaette,-garten","T0610020100000000"
"e3bet01","Aktiv bei zukuenftiger Kinderbetr. Kindertagesstaette,-garten","T0610020100000000"
"e1bet01","Aktiv bei zukuenftiger Kinderbetr. Kindertagesstaette /-garten","T0610020100000000"
"e3bet01","Aktiv bei zukuenftiger Kinderbetr. Kindertagesstaette,-garten","T0610020100000000"
"fid_actcare1","Seeking ch. care: Waitinglist","T0610020100000000"
"fid_actcare1","Seeking ch. care: Waitinglist","T0610020100000000"
"fid_actcare1","Seeking ch. care: Waitinglist","T0610020100000000"
"e1bet01","Aktiv bei zukuenftiger Kinderbetr. Kindertagesstaette /-garten","T0610020100000000"
"fid_actcare2","Seeking ch. care: In contact w. nanny/day care","T0610020100000000"
"e2bet02","Aktiv bei zukuenftiger Kinderbetr. Tagesmutter,-pflege","T0610020100000000"
"e2bet02","Aktiv bei zukuenftiger Kinderbetr. Tagesmutter,-pflege","T0610020100000000"
"e2bet02","Aktiv bei zukuenftiger Kinderbetr. Tagesmutter,-pflege","T0610020100000000"
"e1bet02","Aktiv bei zukuenftiger Kinderbetr. Tagesmutter,-pflege","T0610020100000000"
"e3bet02","Aktiv bei zukuenftiger Kinderbetr. Tagesmutter,-pflege","T0610020100000000"
"e1bet02","Aktiv bei zukuenftiger Kinderbetr. Tagesmutter /-pflege","T0610020100000000"
"e3bet02","Aktiv bei zukuenftiger Kinderbetr. Tagesmutter,-pflege","T0610020100000000"
"e1bet02","Aktiv bei zukuenftiger Kinderbetr. Tagesmutter /-pflege","T0610020100000000"
"e3bet02","Aktiv bei zukuenftiger Kinderbetr. Tagesmutter,-pflege","T0610020100000000"
"fid_actcare2","Seeking ch. care: In contact w. nanny/day care","T0610020100000000"
"fid_actcare2","Seeking ch. care: In contact w. nanny/day care","T0610020100000000"
"fid_actcare2","Seeking ch. care: In contact w. nanny/day care","T0610020100000000"
"fid_actcare3","Seeking ch. care: In contact w. welfare office","T0610020100000000"
"e2bet03","Aktiv bei zukuenftiger Kinderbetr. Jugendamt /amtliche Stelle","T0610020100000000"
"e2bet03","Aktiv bei zukuenftiger Kinderbetr. Jugendamt /amtliche Stelle","T0610020100000000"
"e2bet03","Aktiv bei zukuenftiger Kinderbetr. Jugendamt /amtliche Stelle","T0610020100000000"
"e3bet03","Aktiv bei zukuenftiger Kinderbetr. Jugendamt /amtliche Stelle","T0610020100000000"
"e1bet03","Aktiv bei zukuenftiger Kinderbetr. Jugendamt /amtliche Stelle","T0610020100000000"
"e3bet03","Aktiv bei zukuenftiger Kinderbetr. Jugendamt /amtliche Stelle","T0610020100000000"
"e1bet03","Aktiv bei zukuenftiger Kinderbetr. Jugendamt /amtliche Stelle","T0610020100000000"
"e1bet03","Aktiv bei zukuenftiger Kinderbetr. Jugendamt /amtliche Stelle","T0610020100000000"
"e3bet03","Aktiv bei zukuenftiger Kinderbetr. Jugendamt /amtliche Stelle","T0610020100000000"
"fid_actcare3","Seeking ch. care: In contact w. welfare office","T0610020100000000"
"fid_actcare3","Seeking ch. care: In contact w. welfare office","T0610020100000000"
"fid_actcare3","Seeking ch. care: In contact w. welfare office","T0610020100000000"
"fid_actcare4","Seeking ch. care: Other","T0610020100000000"
"e2bet04","Aktiv bei zukuenftiger Kinderbetr. Sonstige Aktivitaet","T0610020100000000"
"e2bet04","Aktiv bei zukuenftiger Kinderbetr. Sonstige Aktivitaet","T0610020100000000"
"e2bet04","Aktiv bei zukuenftiger Kinderbetr. Sonstige Aktivitaet","T0610020100000000"
"e1bet04","Aktiv bei zukuenftiger Kinderbetr. Sonstige Aktivitaet","T0610020100000000"
"e3bet04","Aktiv bei zukuenftiger Kinderbetr. Sonstige Aktivitaet","T0610020100000000"
"e1bet04","Aktiv bei zukuenftiger Kinderbetr. Sonstige Aktivitaet","T0610020100000000"
"e3bet04","Aktiv bei zukuenftiger Kinderbetr. Sonstige Aktivitaet","T0610020100000000"
"e1bet04","Aktiv bei zukuenftiger Kinderbetr. Sonstige Aktivitaet","T0610020100000000"
"e3bet04","Aktiv bei zukuenftiger Kinderbetr. Sonstige Aktivitaet","T0610020100000000"
"fid_actcare4","Seeking ch. care: Other","T0610020100000000"
"fid_actcare4","Seeking ch. care: Other","T0610020100000000"
"fid_actcare4","Seeking ch. care: Other","T0610020100000000"
"fid_apro","Ruecklauf Adressprotokoll","T1103000000000000"
"fid_behav21","Ch. takes things w/o asking for permission","T0501130000000000"
"fid_behav21","Ch. takes things w/o asking for permission","T0501130000000000"
"e5ver24","Kind nimmt unerlaubt Dinge an sich","T0501130000000000"
"e4ver24","Kind nimmt unerlaubt Dinge an sich","T0501130000000000"
"fid_behav21","Ch. takes things w/o asking for permission","T0501130000000000"
"e5ver24","Kind nimmt unerlaubt Dinge an sich","T0501130000000000"
"e5ver24","Kind nimmt unerlaubt Dinge an sich","T0501130000000000"
"e4ver24","Kind nimmt unerlaubt Dinge an sich","T0501130000000000"
"e6ver24","(3er) Kind nimmt unerlaubt Dinge an sich","T0501130000000000"
"e4ver24","Kind nimmt unerlaubt Dinge an sich","T0501130000000000"
"fid_behav21","Ch. takes things w/o asking for permission","T0501130000000000"
"e6ver24","(7er) Kind nimmt unerlaubt Dinge an sich","T0501130000000000"
"fid_behav21","Ch. takes things w/o asking for permission","T0501130000000000"
"fid_behav21","Ch. takes things w/o asking for permission","T0501130000000000"
"fid_behav25","Ch. thinks before acting","T0501130000000000"
"fid_behav25","Ch. thinks before acting","T0501130000000000"
"e6ver25","Kind denkt nach, bevor es handelt","T0501130000000000"
"e6ver25","Kind denkt nach, bevor es handelt","T0501130000000000"
"e5ver25","Kind denkt nach, bevor es handelt","T0501130000000000"
"e4ver25","Kind denkt nach, bevor es handelt","T0501130000000000"
"fid_behav25","Ch. thinks before acting","T0501130000000000"
"fid_behav25","Ch. thinks before acting","T0501130000000000"
"e5ver25","Kind denkt nach, bevor es handelt","T0501130000000000"
"e6ver25","(7er) Kind denkt nach, bevor es handelt","T0501130000000000"
"e6ver25","(3er) Kind denkt nach, bevor es handelt","T0501130000000000"
"e4ver25","Kind denkt nach, bevor es handelt","T0501130000000000"
"e5ver25","Kind denkt nach, bevor es handelt","T0501130000000000"
"fid_behav25","Ch. thinks before acting","T0501130000000000"
"fid_behav25","Ch. thinks before acting","T0501130000000000"
"e4ver25","Kind denkt nach, bevor es handelt","T0501130000000000"
"fid_breastfc","Currently breast-feeding","T0501090000000000"
"fid_breastfc","Currently breast-feeding","T0501100000000000"
"fid_breastfc","Currently breast-feeding","T0501100000000000"
"e2sit6","Betreuung durch Tagesmutter (ausser Haus)","T0610020100000000"
"e2sit6","Betreuung durch Tagesmutter (ausser Haus)","T0610020100000000"
"e2sit6","Betreuung durch Tagesmutter (ausser Haus)","T0610020100000000"
"fid_care6","Cared for by nanny/day care (not in-house)","T0610020100000000"
"e1sit6","Betreuung durch Tagesmutter","T0610020100000000"
"e3sit6","Betreuung durch Tagesmutter (ausser Haus)","T0610020100000000"
"e4sit6","Betreug.durch Tagesmutter (ausser Haus)","T0610020100000000"
"fid_care6","Cared for by nanny/day care (not in-house)","T0610020100000000"
"e4sit6","Betreug.durch Tagesmutter (ausser Haus)","T0610020100000000"
"e1sit6","Betreuung durch Tagesmutter","T0610020100000000"
"e3sit6","Betreuung durch Tagesmutter (ausser Haus)","T0610020100000000"
"e4sit6","Betreug.durch Tagesmutter (ausser Haus)","T0610020100000000"
"e1sit6","Betreuung durch Tagesmutter","T0610020100000000"
"e3sit6","Betreuung durch Tagesmutter (ausser Haus)","T0610020100000000"
"fid_care6","Cared for by nanny/day care (not in-house)","T0610020100000000"
"fid_care6","Cared for by nanny/day care (not in-house)","T0610020100000000"
"fid_care6","Cared for by nanny/day care (not in-house)","T0610020100000000"
"e2sit8","Betreuung durch Krippe,Kindergarten,Kita","T0610020100000000"
"e2sit8","Betreuung durch Krippe,Kindergarten,Kita","T0610020100000000"
"e2sit8","Betreuung durch Krippe,Kindergarten,Kita","T0610020100000000"
"fid_care8","Cared for in crib/day care center","T0610020100000000"
"e1sit8","Betreuung durch Krippe","T0610020100000000"
"e3sit8","Betreuung durch Krippe,Kindergarten,Kita","T0610020100000000"
"e4sit8","Betreug.durch Krippe,Kindergarten,Kita","T0610020100000000"
"e1sit8","Betreuung durch Krippe","T0610020100000000"
"e3sit8","Betreuung durch Krippe,Kindergarten,Kita","T0610020100000000"
"e4sit8","Betreug.durch Krippe,Kindergarten,Kita","T0610020100000000"
"e1sit8","Betreuung durch Krippe","T0610020100000000"
"e3sit8","Betreuung durch Krippe,Kindergarten,Kita","T0610020100000000"
"e4sit8","Betreug.durch Krippe,Kindergarten,Kita","T0610020100000000"
"fid_care8","Cared for in crib/day care center","T0610020100000000"
"fid_care8","Cared for in crib/day care center","T0610020100000000"
"fid_care8","Cared for in crib/day care center","T0610020100000000"
"fid_care8","Cared for in crib/day care center","T0610020100000000"
"e4bet10","Nachmittagsbetreuung Schwierigkeiten","T0610020100000000"
"fid_careaft","Child in school: Problems with afternoon child care","T0610020100000000"
"e4bet10","Nachmittagsbetreuung Schwierigkeiten","T0610020100000000"
"fid_careaft","Child in school: Problems with afternoon child care","T0610020100000000"
"e4bet10","Nachmittagsbetreuung Schwierigkeiten","T0610020100000000"
"e4bet11","Nachmittagsbetreuung Sorgen","T0610020100000000"
"fid_careaftw","Child n.i. school: Worries about afternoon child care","T0610020100000000"
"e4bet11","Nachmittagsbetreuung Sorgen","T0610020100000000"
"fid_careaftw","Child n.i. school: Worries about afternoon child care","T0610020100000000"
"e4bet11","Nachmittagsbetreuung Sorgen","T0610020100000000"
"e4einmo","Kinderbetreuung/Schule seit Monat","T0610020100000000"
"e4einmo","Kinderbetreuung/Schule seit Monat","T0610020100000000"
"e4einmo","Kinderbetreuung/Schule seit Monat","T0610020100000000"
"fid_caremn","Start current child care, month","T0610020100000000"
"fid_caremn","Start current child care, month","T0610020100000000"
"e4ein01","Kinderbetreuung/Schule","T0610020100000000"
"e4ein01","Kinderbetreuung/Schule","T0610020100000000"
"e4ein01","Kinderbetreuung/Schule","T0610020100000000"
"fid_caretyp","Type of child care, if any","T0610020100000000"
"fid_caretyp","Type of child care, if any","T0610020100000000"
"e4einj","Kinderbetreuung/Schule seit Jahr","T0610020100000000"
"fid_careyr","Start current child care, year","T0610020100000000"
"e4einj","Kinderbetreuung/Schule seit Jahr","T0610020100000000"
"e4einj","Kinderbetreuung/Schule seit Jahr","T0610020100000000"
"fid_careyr","Start current child care, year","T0610020100000000"
"fid_ccare","Child care: day care center/nanny (y/n)","T0610020100000000"
"e2ein01","Kinderbetreuung","T0610020100000000"
"e2ein01","Kinderbetreuung","T0610020100000000"
"e2ein01","Kinderbetreuung","T0610020100000000"
"e1ein01","Kinderbetreuung","T0610020100000000"
"e3ein01","Kinderbetreuung","T0610020100000000"
"e1ein01","Kinderbetreuung","T0610020100000000"
"e3ein01","Kinderbetreuung","T0610020100000000"
"fid_ccare","Child care: day care center/nanny (y/n)","T0610020100000000"
"e1ein01","Kinderbetreuung","T0610020100000000"
"e3ein01","Kinderbetreuung","T0610020100000000"
"fid_ccare","Child care: day care center/nanny (y/n)","T0610020100000000"
"fid_ccare","Child care: day care center/nanny (y/n)","T0610020100000000"
"fid_ccarec","Never changed child care institution","T0610020100000000"
"e2eina","Immer die gleiche Kinderbetreuungseinrichtung","T0610020100000000"
"e2eina","Immer die gleiche Kinderbetreuungseinrichtung","T0610020100000000"
"e2eina","Immer die gleiche Kinderbetreuungseinrichtung","T0610020100000000"
"e3eina","Immer die gleiche Kinderbetreuungseinrichtung","T0610020100000000"
"e3eina","Immer die gleiche Kinderbetreuungseinrichtung","T0610020100000000"
"e3eina","Immer die gleiche Kinderbetreuungseinrichtung","T0610020100000000"
"fid_ccarec","Never changed child care institution","T0610020100000000"
"fid_ccarec","Never changed child care institution","T0610020100000000"
"fid_ccarec","Never changed child care institution","T0610020100000000"
"fid_ccarecn","Number of changes of child care institution","T0610020100000000"
"e2einb","Anzahl der Wechsel der Kinderbetreuungseinrichtungen","T0610020100000000"
"e2einb","Anzahl der Wechsel der Kinderbetreuungseinrichtungen","T0610020100000000"
"e2einb","Anzahl der Wechsel der Kinderbetreuungseinrichtungen","T0610020100000000"
"e3einb","Anzahl der Wechsel der Kinderbetreuungseinrichtungen","T0610020100000000"
"e3einb","Anzahl der Wechsel der Kinderbetreuungseinrichtungen","T0610020100000000"
"e3einb","Anzahl der Wechsel der Kinderbetreuungseinrichtungen","T0610020100000000"
"fid_ccarecn","Number of changes of child care institution","T0610020100000000"
"fid_ccarecn","Number of changes of child care institution","T0610020100000000"
"fid_ccarecn","Number of changes of child care institution","T0610020100000000"
"fid_ccarefr","Child care: freq of day care center/nanny","T0610020100000000"
"e2ein02","Art der Kinderbetreuung","T0610020100000000"
"e2ein02","Art der Kinderbetreuung","T0610020100000000"
"e2ein02","Art der Kinderbetreuung","T0610020100000000"
"e1ein02","Art der Kinderbetreuung","T0610020100000000"
"e3ein02","Art der Kinderbetreuung","T0610020100000000"
"fid_ccarefr","Child care: freq of day care center/nanny","T0610020100000000"
"e1ein02","Art der Kinderbetreuung","T0610020100000000"
"e3ein02","Art der Kinderbetreuung","T0610020100000000"
"e1ein02","Art der Kinderbetreuung","T0610020100000000"
"e3ein02","Art der Kinderbetreuung","T0610020100000000"
"fid_ccarefr","Child care: freq of day care center/nanny","T0610020100000000"
"fid_ccarefr","Child care: freq of day care center/nanny","T0610020100000000"
"fid_clofrie","Number of close friends","T0404010000000000"
"fid_clofrie","Number of close friends","T0404010000000000"
"e6freu","Anzahl der engen Freunde des Kindes","T0404010000000000"
"e6freu","Anzahl der engen Freunde des Kindes","T0404010000000000"
"e6freu","Anzahl der engen Freunde des Kindes","T0404010000000000"
"fid_clofrie","Number of close friends","T0404010000000000"
"fid_disordu","First U exam confirming disorder","T0501100000000000"
"fid_disordu","First U exam confirming disorder","T0501100000000000"
"fid_disordu","First U exam confirming disorder","T0501100000000000"
"fid_dow","Day of week of interview","T1103000000000000"
"e4entw1","Kind leidet unter Entwicklungs-/Verhaltensproblemen","T0501100000000000"
"e4entw1","Kind leidet unter Entwicklungs-/Verhaltensproblemen","T0501100000000000"
"e4entw1","Kind leidet unter Entwicklungs-/Verhaltensproblemen","T0501100000000000"
"fid_dvlpm1","Problems in development/behavioral problems","T0501100000000000"
"fid_dvlpm1","Problems in development/behavioral problems","T0501100000000000"
"e4entw2","Kind in Behandlung wg. Entwicklungs-/Verhaltensproblemen","T0501100000000000"
"e4entw2","Kind in Behandlung wg. Entwicklungs-/Verhaltensproblemen","T0501100000000000"
"e4entw2","Kind in Behandlung wg. Entwicklungs-/Verhaltensproblemen","T0501100000000000"
"fid_dvlpm2","In therapy/consulting because of behav./devel. problems","T0501100000000000"
"fid_dvlpm2","In therapy/consulting because of behav./devel. problems","T0501100000000000"
"e4vat1","Wie haeufig sehen sich Vater/Mutter und Kind","T0402000000000000"
"fid_famofreq","Freq. child sees mother/father","T0402000000000000"
"e2vat1","Wie haeufig sehen sich Mutter/Vater und Kind","T0402000000000000"
"e2vat1","Wie haeufig sehen sich Mutter/Vater und Kind","T0402000000000000"
"e2vat1","Wie haeufig sehen sich Mutter/Vater und Kind","T0402000000000000"
"e4vat1","Wie haeufig sehen sich Vater/Mutter und Kind","T0402000000000000"
"e3vat1","Wie haeufig sehen sich Mutter/Vater und Kind","T0402000000000000"
"e3vat1","Wie haeufig sehen sich Mutter/Vater und Kind","T0402000000000000"
"e4vat1","Wie haeufig sehen sich Vater/Mutter und Kind","T0402000000000000"
"e3vat1","Wie haeufig sehen sich Mutter/Vater und Kind","T0402000000000000"
"fid_famofreq","Freq. child sees mother/father","T0402000000000000"
"fid_famofreq","Freq. child sees mother/father","T0402000000000000"
"fid_famofreq","Freq. child sees mother/father","T0402000000000000"
"fid_famoinhh","Bio. fath./moth. (of child) lives in househ.","T0402000000000000"
"e2vat","Leibliche/r Mutter/Vater in HH","T0402000000000000"
"e2vat","Leibliche/r Mutter/Vater in HH","T0402000000000000"
"e2vat","Leibliche/r Mutter/Vater in HH","T0402000000000000"
"e4vat","Leibliche(r) Vater/Mutter in HH","T0402000000000000"
"e3vat","Leibliche/r Mutter/Vater in HH","T0402000000000000"
"e4vat","Leibliche(r) Vater/Mutter in HH","T0402000000000000"
"e3vat","Leibliche/r Mutter/Vater in HH","T0402000000000000"
"e4vat","Leibliche(r) Vater/Mutter in HH","T0402000000000000"
"e3vat","Leibliche/r Mutter/Vater in HH","T0402000000000000"
"fid_famoinhh","Bio. fath./moth. (of child) lives in househ.","T0402000000000000"
"fid_famoinhh","Bio. fath./moth. (of child) lives in househ.","T0402000000000000"
"fid_famoinhh","Bio. fath./moth. (of child) lives in househ.","T0402000000000000"
"e1vat1","Wie haeufig sehen sich Vater und Kind","T0402000000000000"
"fid_fathfreq","Freq. child sees father","T0402000000000000"
"e1vat1","Wie haeufig sehen sich Vater und Kind","T0402000000000000"
"e1vat1","Wie haeufig sehen sich Vater und Kind","T0402000000000000"
"fid_fathfreq","Freq. child sees father","T0402000000000000"
"fid_fathp","Indikator fuer das Verhaeltnis des Vaters zum Kind","T1101000000000000"
"fid_fathp","Indikator fuer das Verhaeltnis des Vaters zum Kind","T1101000000000000"
"fid_fathp","Indikator fuer das Verhaeltnis des Vaters zum Kind","T1101000000000000"
"fid_hagetrn","Monthly age transfer benefits: 'Grundsicherung Alter' (imputed)","T0302010300000000"
"fid_hagetrn","Monthly age transfer benefits: 'Grundsicherung Alter' (imputed)","T0302010300000000"
"fid_hagetrn","Monthly age transfer benefits: 'Grundsicherung Alter' (imputed)","T0302010300000000"
"fid_hbleib","Inverse Staying Probability 2011","T1106000000000000"
"fid_hbleib","Inverse Staying Probability 2012","T1106000000000000"
"fid_hbleib","Inverse Staying Probability 2011","T1106000000000000"
"fid_hbleib","Inverse Staying Probability 2012","T1106000000000000"
"fid_hcarben","Monthly care benefits: 'PflegeVers.' (imputed)","T0302010500000000"
"fid_hcarben","Monthly care benefits: 'PflegeVers.' (imputed)","T0302010500000000"
"fid_hcarben","Monthly care benefits: 'PflegeVers.' (imputed)","T0302010500000000"
"fid_hchdadd","Monthly added child benefits: 'Kinderzuschlag' (imputed)","T0302010100000000"
"fid_hchdadd","Monthly added child benefits: 'Kinderzuschlag' (imputed)","T0302010100000000"
"fid_hchdadd","Monthly added child benefits: 'Kinderzuschlag' (imputed)","T0302010100000000"
"fid_hchdben","Monthly child benefits: 'Kindergeld' (imputed)","T0302010100000000"
"fid_hchdben","Monthly child benefits: 'Kindergeld' (imputed)","T0302010100000000"
"fid_hchdben","Monthly child benefits: 'Kindergeld' (imputed)","T0302010100000000"
"fid_hcredit","Monthly credit payments (imputed)","T0304020800000000"
"fid_hcredit","Monthly credit payments (imputed)","T0304020800000000"
"fid_hcredit","Monthly credit payments (imputed)","T0304020800000000"
"fid_helectr","Monthly electricity payments (imputed)","T0305020000000000"
"fid_helectr","Monthly electricity payments (imputed)","T0305020000000000"
"fid_helectr","Monthly electricity payments (imputed)","T0305020000000000"
"fid_hheat","Monthly heating payments (imputed)","T0305020000000000"
"fid_hheat","Monthly heating payments (imputed)","T0305020000000000"
"fid_hheat","Monthly heating payments (imputed)","T0305020000000000"
"fid_hhelben","Monthly other help benefits: 'Hilfe Lebenslagen' (imputed)","T0302010200000000"
"fid_hhelben","Monthly other help benefits: 'Hilfe Lebenslagen' (imputed)","T0302010200000000"
"fid_hhelben","Monthly other help benefits: 'Hilfe Lebenslagen' (imputed)","T0302010200000000"
"fid_hhinc","Monthly net household income (imputed)","T0301010100000000"
"fid_hhinc","Monthly net household income (imputed)","T0301010100000000"
"fid_hhinc","Monthly net household income (imputed)","T0301010100000000"
"fid_hhnr","Original Household Number","T1101000000000000"
"fid_hhnr","Current Household Number (=hhnrakt)","T1101000000000000"
"fid_hhnr","Original Household Number","T1101000000000000"
"fid_hhnr","Original Household Number","T1101000000000000"
"fid_hhnr","Current Household Number (=hhnrakt)","T1101000000000000"
"fid_hhnr","Original Household Number","T1101000000000000"
"fid_hhnr","Original Household Number","T1101000000000000"
"fid_hhnr","Current Household Number (=hhnrakt)","T1101000000000000"
"fid_hhnr","Current Household Number (=hhnrakt)","T1101000000000000"
"fid_hhnr","Original Household Number","T1101000000000000"
"fid_hhnr","Current Household Number (=hhnrakt)","T1101000000000000"
"fid_hhnr","Current Household Number (=hhnrakt)","T1101000000000000"
"fid_hhosben","Monthly housing benefits: 'Wohngeld' (imputed)","T0302010400000000"
"fid_hhosben","Monthly housing benefits: 'Wohngeld' (imputed)","T0302010400000000"
"fid_hhosben","Monthly housing benefits: 'Wohngeld' (imputed)","T0302010400000000"
"fid_hhrf","Household Weighting Factor FiD 2010","T1106000000000000"
"fid_hhrf","Household Weighting Factor FiD 2011","T1106000000000000"
"fid_hhrf","Household Weighting Factor FiD 2012","T1106000000000000"
"fid_hhrf_co10","Household First Wave Weighting Factor FiD-Cohort-Sample 2010","T1106000000000000"
"fid_hhrf_sc10","Household First Wave Weighting Factor FiD-Screening-10-Sample 2010","T1106000000000000"
"fid_hhrf_sc11","Household First Wave Weighting Factor FiD-Screening-11-Sample 2011","T1106000000000000"
"fid_hhrf_soep","Household Weighting Factor (FiD-SOEP Combined) 2010","T1106000000000000"
"fid_hhrf_soep","Household Weighting Factor (FiD-SOEP Combined) 2011","T1106000000000000"
"fid_hhrf_soep","Household Weighting Factor (FiD-SOEP Combined) 2012","T1106000000000000"
"fid_hrent","Monthly rent payments (imputed)","T0305020000000000"
"fid_hrent","Monthly rent payments (imputed)","T0305020000000000"
"fid_hrent","Monthly rent payments (imputed)","T0305020000000000"
"fid_hueben2","Monthly long term UE benefits: 'ALGII' (imputed)","T0302010200000000"
"fid_hueben2","Monthly long term UE benefits: 'ALGII' (imputed)","T0302010200000000"
"fid_hueben2","Monthly long term UE benefits: 'ALGII' (imputed)","T0302010200000000"
"fid_hutil","Monthly utility payments (imputed)","T0305020000000000"
"fid_hutil","Monthly utility payments (imputed)","T0305020000000000"
"fid_hutil","Monthly utility payments (imputed)","T0305020000000000"
"fid_i_hagetrn","f11hagetrn is imputed","T1101000000000000"
"fid_i_hagetrn","f10hagetrn is imputed","T1101000000000000"
"fid_i_hagetrn","f12hagetrn is imputed","T1101000000000000"
"fid_i_hcarben","f10hcarben is imputed","T1101000000000000"
"fid_i_hcarben","f11hcarben is imputed","T1101000000000000"
"fid_i_hcarben","f12hcarben is imputed","T1101000000000000"
